Date,Time,Site_name,Sonde_Name,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
8/21/18,6:40:01,Yim Tin Tsai,Upper,0.982,29.97,31.97,5.34
8/21/18,6:50:02,Yim Tin Tsai,Upper,0.983,29.99,31.74,5.24
8/21/18,7:00:02,Yim Tin Tsai,Upper,0.983,30.01,31.69,5.66
8/21/18,7:10:02,Yim Tin Tsai,Upper,0.986,29.98,31.82,5.31
8/21/18,7:20:01,Yim Tin Tsai,Upper,0.986,30.04,31.4,5.77
8/21/18,7:30:01,Yim Tin Tsai,Upper,0.988,30.02,31.47,5.66
8/21/18,7:40:02,Yim Tin Tsai,Upper,0.99,30.01,31.54,5.39
8/21/18,7:50:01,Yim Tin Tsai,Upper,0.995,30.01,31.64,5.34
8/21/18,8:00:01,Yim Tin Tsai,Upper,0.99,29.99,31.7,5.27
8/21/18,8:10:01,Yim Tin Tsai,Upper,0.998,29.99,31.79,5.18
8/21/18,8:20:01,Yim Tin Tsai,Upper,1,29.98,31.65,4.99
8/21/18,8:30:01,Yim Tin Tsai,Upper,1.004,30.04,31.1,5.78
8/21/18,8:40:01,Yim Tin Tsai,Upper,0.998,30.02,31.46,5.21
8/21/18,8:50:02,Yim Tin Tsai,Upper,0.998,30.09,31.28,5.97
8/21/18,9:00:01,Yim Tin Tsai,Upper,0.998,30.06,31.35,5.86
8/21/18,9:10:02,Yim Tin Tsai,Upper,0.997,30.04,31.4,5.64
8/21/18,9:20:02,Yim Tin Tsai,Upper,0.997,30.05,31.18,5.8
8/21/18,9:30:02,Yim Tin Tsai,Upper,0.994,30.03,30.9,6.08
8/21/18,9:40:01,Yim Tin Tsai,Upper,0.989,30.04,31.41,5.67
8/21/18,9:50:01,Yim Tin Tsai,Upper,0.993,30.03,30.87,6.74
8/21/18,10:00:02,Yim Tin Tsai,Upper,0.987,30.03,31.11,5.77
8/21/18,10:10:01,Yim Tin Tsai,Upper,0.993,30.01,30.81,6.17
8/21/18,10:20:01,Yim Tin Tsai,Upper,0.991,30.07,30.91,7.21
8/21/18,10:30:02,Yim Tin Tsai,Upper,0.99,30.11,31.55,6.74
8/21/18,10:40:01,Yim Tin Tsai,Upper,0.987,30.12,31.73,6.12
8/21/18,10:50:01,Yim Tin Tsai,Upper,0.988,30.09,32.13,5.76
8/21/18,11:00:01,Yim Tin Tsai,Upper,0.988,30.16,31.25,6.77
8/21/18,11:10:01,Yim Tin Tsai,Upper,0.988,30.17,31.35,6.75
8/21/18,11:20:02,Yim Tin Tsai,Upper,0.985,30.18,31.54,6.43
8/21/18,11:30:02,Yim Tin Tsai,Upper,0.985,30.19,31.45,6.64
8/21/18,11:40:01,Yim Tin Tsai,Upper,0.985,30.17,30.88,6.43
8/21/18,11:50:02,Yim Tin Tsai,Upper,0.982,30.17,31.8,6.33
8/21/18,12:00:02,Yim Tin Tsai,Upper,0.979,30.19,31.78,6.21
8/21/18,12:10:02,Yim Tin Tsai,Upper,0.98,30.25,31.46,6.75
8/21/18,12:20:02,Yim Tin Tsai,Upper,0.976,30.32,31.52,7.4
8/21/18,12:30:02,Yim Tin Tsai,Upper,0.976,30.34,31.39,7.42
8/21/18,12:40:02,Yim Tin Tsai,Upper,0.97,30.38,31.38,7.57
8/21/18,12:50:01,Yim Tin Tsai,Upper,0.97,30.38,31.25,7.33
8/21/18,13:00:01,Yim Tin Tsai,Upper,0.969,30.32,31.6,6.86
8/21/18,13:10:01,Yim Tin Tsai,Upper,0.968,30.38,30.81,7.1
8/21/18,13:20:01,Yim Tin Tsai,Upper,0.967,30.48,30.51,7.86
8/21/18,13:30:01,Yim Tin Tsai,Upper,0.965,30.5,30.49,7.63
8/21/18,13:40:02,Yim Tin Tsai,Upper,0.963,30.51,30.51,7.65
8/21/18,13:50:01,Yim Tin Tsai,Upper,0.962,30.55,30.38,8.08
8/21/18,14:00:01,Yim Tin Tsai,Upper,0.96,30.63,30.24,8.81
8/21/18,14:10:01,Yim Tin Tsai,Upper,0.961,30.69,29.85,8.41
8/21/18,14:20:02,Yim Tin Tsai,Upper,0.96,30.69,29.92,8.66
8/21/18,14:30:01,Yim Tin Tsai,Upper,0.957,30.79,29.6,8.74
8/21/18,14:40:01,Yim Tin Tsai,Upper,0.959,30.85,29.24,8.23
8/21/18,14:50:01,Yim Tin Tsai,Upper,0.963,30.89,28.9,8.38
8/21/18,15:00:01,Yim Tin Tsai,Upper,0.963,30.73,29.67,8.48
8/21/18,15:10:01,Yim Tin Tsai,Upper,0.963,30.89,29.06,7.81
8/21/18,15:20:01,Yim Tin Tsai,Upper,0.958,30.85,29.04,8.01
8/21/18,15:30:01,Yim Tin Tsai,Upper,0.957,30.9,28.7,6.85
8/21/18,15:40:02,Yim Tin Tsai,Upper,0.958,30.95,28.53,7.6
8/21/18,15:50:02,Yim Tin Tsai,Upper,0.961,30.97,28.55,8.09
8/21/18,16:00:01,Yim Tin Tsai,Upper,0.962,31.01,28.27,8.51
8/21/18,16:10:01,Yim Tin Tsai,Upper,0.962,30.99,28.31,8.69
8/21/18,16:20:01,Yim Tin Tsai,Upper,0.961,30.94,28.47,8.74
8/21/18,16:30:02,Yim Tin Tsai,Upper,0.961,30.97,28.33,8.38
8/21/18,16:40:01,Yim Tin Tsai,Upper,0.965,30.89,28.76,8.43
8/21/18,16:50:02,Yim Tin Tsai,Upper,0.958,30.91,28.21,8.71
8/21/18,17:00:01,Yim Tin Tsai,Upper,0.962,30.92,28.05,8.91
8/21/18,17:10:02,Yim Tin Tsai,Upper,0.963,30.87,28.49,8.76
8/21/18,17:20:02,Yim Tin Tsai,Upper,0.964,30.75,28.59,8.58
8/21/18,17:30:01,Yim Tin Tsai,Upper,0.965,30.67,29.19,8.43
8/21/18,17:40:01,Yim Tin Tsai,Upper,0.963,30.66,29.3,8.41
8/21/18,17:50:02,Yim Tin Tsai,Upper,0.958,30.69,29.35,8.47
8/21/18,18:00:02,Yim Tin Tsai,Upper,0.959,30.65,29.79,8.37
8/21/18,18:10:01,Yim Tin Tsai,Upper,0.962,30.67,29.8,8.43
8/21/18,18:20:01,Yim Tin Tsai,Upper,0.961,30.67,29.74,8.14
8/21/18,18:30:01,Yim Tin Tsai,Upper,0.962,30.75,29.45,8.71
8/21/18,18:40:01,Yim Tin Tsai,Upper,0.965,30.71,29.48,7.86
8/21/18,18:50:01,Yim Tin Tsai,Upper,0.965,30.76,29.37,8.75
8/21/18,19:00:01,Yim Tin Tsai,Upper,0.966,30.79,29.24,8.22
8/21/18,19:10:01,Yim Tin Tsai,Upper,0.966,30.74,29.37,7.74
8/21/18,19:20:01,Yim Tin Tsai,Upper,0.965,30.56,29.86,7.42
8/21/18,19:30:02,Yim Tin Tsai,Upper,0.97,30.54,29.93,7.39
8/21/18,19:40:02,Yim Tin Tsai,Upper,0.971,30.66,29.54,8.19
8/21/18,19:50:02,Yim Tin Tsai,Upper,0.972,30.5,30.23,7.23
8/21/18,20:00:01,Yim Tin Tsai,Upper,0.973,30.49,30.41,7.57
8/21/18,20:10:01,Yim Tin Tsai,Upper,0.974,30.63,30.12,8.04
8/21/18,20:20:01,Yim Tin Tsai,Upper,0.975,30.72,29.23,7.94
8/21/18,20:30:01,Yim Tin Tsai,Upper,0.975,30.76,29.08,8.03
8/21/18,20:40:02,Yim Tin Tsai,Upper,0.976,30.78,29.08,8.51
8/21/18,20:50:01,Yim Tin Tsai,Upper,0.976,30.75,28.87,8.46
8/21/18,21:00:01,Yim Tin Tsai,Upper,0.975,30.65,28.44,8.39
8/21/18,21:10:02,Yim Tin Tsai,Upper,0.973,30.59,28.47,8.18
8/21/18,21:20:02,Yim Tin Tsai,Upper,0.975,30.58,28.4,7.82
8/21/18,21:30:01,Yim Tin Tsai,Upper,0.977,30.5,28.32,7.8
8/21/18,21:40:01,Yim Tin Tsai,Upper,0.979,30.51,28.31,7.79
8/21/18,21:50:01,Yim Tin Tsai,Upper,0.98,30.5,28.29,7.71
8/21/18,22:00:02,Yim Tin Tsai,Upper,0.983,30.52,28.3,7.91
8/21/18,22:10:01,Yim Tin Tsai,Upper,0.985,30.54,28.48,7.9
8/21/18,22:20:01,Yim Tin Tsai,Upper,0.984,30.58,28.96,8.1
8/21/18,22:30:01,Yim Tin Tsai,Upper,0.986,30.57,28.86,8.15
8/21/18,22:40:01,Yim Tin Tsai,Upper,0.986,30.55,28.73,8.1
8/21/18,22:50:01,Yim Tin Tsai,Upper,0.984,30.67,28.89,8.39
8/21/18,23:00:01,Yim Tin Tsai,Upper,0.982,30.57,28.59,8.56
8/21/18,23:10:01,Yim Tin Tsai,Upper,0.981,30.44,28.33,7.67
8/21/18,23:20:01,Yim Tin Tsai,Upper,0.983,30.4,28.28,7.72
8/21/18,23:30:01,Yim Tin Tsai,Upper,0.981,30.42,28.27,7.66
8/21/18,23:40:02,Yim Tin Tsai,Upper,0.98,30.42,28.41,7.86
8/21/18,23:50:02,Yim Tin Tsai,Upper,0.981,30.6,28.91,8.02
8/22/18,0:00:01,Yim Tin Tsai,Upper,0.98,30.52,28.74,7.88
8/22/18,0:10:01,Yim Tin Tsai,Upper,0.979,30.45,28.64,7.69
8/22/18,0:20:01,Yim Tin Tsai,Upper,0.977,30.55,28.88,7.84
8/22/18,0:30:01,Yim Tin Tsai,Upper,0.977,30.54,28.49,8.73
8/22/18,0:40:01,Yim Tin Tsai,Upper,0.977,30.55,28.62,8.18
8/22/18,0:50:02,Yim Tin Tsai,Upper,0.975,30.43,28.37,8.38
8/22/18,1:00:02,Yim Tin Tsai,Upper,0.974,30.65,28.91,8.19
8/22/18,1:10:02,Yim Tin Tsai,Upper,0.973,30.62,28.96,7.78
8/22/18,1:20:01,Yim Tin Tsai,Upper,0.973,30.54,29.15,7.76
8/22/18,1:30:01,Yim Tin Tsai,Upper,0.971,30.58,28.94,7.92
8/22/18,1:40:01,Yim Tin Tsai,Upper,0.97,30.55,28.77,7.61
8/22/18,1:50:02,Yim Tin Tsai,Upper,0.968,30.65,29.62,7.88
8/22/18,2:00:01,Yim Tin Tsai,Upper,0.967,30.63,29.54,8.04
8/22/18,2:10:01,Yim Tin Tsai,Upper,0.966,30.63,29.32,8.06
8/22/18,2:20:02,Yim Tin Tsai,Upper,0.964,30.65,29.44,8.01
8/22/18,2:30:02,Yim Tin Tsai,Upper,0.961,30.58,29.93,7.16
8/22/18,2:40:01,Yim Tin Tsai,Upper,0.961,30.62,29.61,7.54
8/22/18,2:50:01,Yim Tin Tsai,Upper,0.96,30.61,29.56,7.7
8/22/18,3:00:01,Yim Tin Tsai,Upper,0.959,30.53,30.35,6.58
8/22/18,3:10:02,Yim Tin Tsai,Upper,0.959,30.59,30.09,7.13
8/22/18,3:20:01,Yim Tin Tsai,Upper,0.959,30.53,30.4,6.64
8/22/18,3:30:02,Yim Tin Tsai,Upper,0.957,30.51,30.4,6.51
8/22/18,3:40:01,Yim Tin Tsai,Upper,0.958,30.52,30.57,6.74
8/22/18,3:50:01,Yim Tin Tsai,Upper,0.958,30.39,30.91,5.77
8/22/18,4:00:01,Yim Tin Tsai,Upper,0.957,30.31,31.32,5.21
8/22/18,4:10:02,Yim Tin Tsai,Upper,0.957,30.24,31.5,5.03
8/22/18,4:20:02,Yim Tin Tsai,Upper,0.958,30.26,31.6,5.02
8/22/18,4:30:02,Yim Tin Tsai,Upper,0.959,30.26,31.56,5.17
8/22/18,4:40:02,Yim Tin Tsai,Upper,0.961,30.26,31.42,5.26
8/22/18,4:50:02,Yim Tin Tsai,Upper,0.959,30.25,31.59,5.24
8/22/18,5:00:02,Yim Tin Tsai,Upper,0.959,30.24,31.82,5.37
8/22/18,5:10:01,Yim Tin Tsai,Upper,0.961,30.23,31.9,5.33
8/22/18,5:20:02,Yim Tin Tsai,Upper,0.962,30.22,31.83,5.72
8/22/18,5:30:01,Yim Tin Tsai,Upper,0.963,30.22,32.07,5.47
8/22/18,5:40:01,Yim Tin Tsai,Upper,0.962,30.22,32,5.01
8/22/18,5:50:02,Yim Tin Tsai,Upper,0.963,30.21,31.89,5.41
8/22/18,6:00:01,Yim Tin Tsai,Upper,0.965,30.2,31.94,5.26
8/22/18,6:10:02,Yim Tin Tsai,Upper,0.963,30.18,32.02,5.27
8/22/18,6:20:01,Yim Tin Tsai,Upper,0.964,30.23,31.24,5.41
8/22/18,6:30:01,Yim Tin Tsai,Upper,0.965,30.2,31.56,5.22
8/22/18,6:40:01,Yim Tin Tsai,Upper,0.967,30.37,30.88,6.22
8/22/18,6:50:01,Yim Tin Tsai,Upper,0.968,30.12,32.16,4.85
8/22/18,7:00:01,Yim Tin Tsai,Upper,0.971,30.31,31.25,5.85
8/22/18,7:10:01,Yim Tin Tsai,Upper,0.973,30.28,30.4,5.9
8/22/18,7:20:01,Yim Tin Tsai,Upper,0.976,30.3,30.97,5.69
8/22/18,7:30:01,Yim Tin Tsai,Upper,0.976,30.23,30.56,5.75
8/22/18,7:40:02,Yim Tin Tsai,Upper,0.978,30.23,31.64,5.39
8/22/18,7:50:01,Yim Tin Tsai,Upper,0.98,30.2,31.95,5.34
8/22/18,8:00:02,Yim Tin Tsai,Upper,0.977,30.21,31.88,5.41
8/22/18,8:10:02,Yim Tin Tsai,Upper,0.984,30.18,32.21,5.38
8/22/18,8:20:02,Yim Tin Tsai,Upper,0.985,30.18,32.13,5.32
8/22/18,8:30:02,Yim Tin Tsai,Upper,0.987,30.16,31.13,5.2
8/22/18,8:40:02,Yim Tin Tsai,Upper,0.986,30.18,31.94,5.15
8/22/18,8:50:02,Yim Tin Tsai,Upper,0.985,30.15,31.3,5.2
8/22/18,9:00:01,Yim Tin Tsai,Upper,0.98,30.11,31.5,5.08
8/22/18,9:10:01,Yim Tin Tsai,Upper,0.979,30.11,31.43,4.84
8/22/18,9:20:01,Yim Tin Tsai,Upper,0.982,30.15,31.73,5.01
8/22/18,9:30:01,Yim Tin Tsai,Upper,0.979,30.16,31.75,4.99
8/22/18,9:40:02,Yim Tin Tsai,Upper,0.984,30.04,31.46,4.97
8/22/18,9:50:02,Yim Tin Tsai,Upper,0.98,30.16,31.78,5.58
8/22/18,10:00:02,Yim Tin Tsai,Upper,0.986,30.04,30.66,5.04
8/22/18,10:10:02,Yim Tin Tsai,Upper,0.984,30.08,31.32,5.17
8/22/18,10:20:01,Yim Tin Tsai,Upper,0.961,30.11,31.5,5.17
8/22/18,10:30:02,Yim Tin Tsai,Upper,0.965,30.15,30.93,5.32
8/22/18,10:40:01,Yim Tin Tsai,Upper,0.964,30.18,31.09,5.33
8/22/18,10:50:02,Yim Tin Tsai,Upper,0.973,30.17,31.79,5.05
8/22/18,11:00:01,Yim Tin Tsai,Upper,0.973,30.2,31.71,5.28
8/22/18,11:10:02,Yim Tin Tsai,Upper,0.968,30.2,31.1,5.25
8/22/18,11:20:01,Yim Tin Tsai,Upper,0.974,30.24,31.38,5.14
8/22/18,11:30:02,Yim Tin Tsai,Upper,0.978,30.22,32.1,5.1
8/22/18,11:40:01,Yim Tin Tsai,Upper,0.984,30.24,32.05,4.92
8/22/18,11:50:02,Yim Tin Tsai,Upper,0.978,30.23,32.26,5.06
8/22/18,12:00:01,Yim Tin Tsai,Upper,0.972,30.24,32,5.11
8/22/18,12:10:02,Yim Tin Tsai,Upper,0.971,30.24,32.12,5.03
8/22/18,12:20:02,Yim Tin Tsai,Upper,0.971,30.23,32.28,5.17
8/22/18,12:30:02,Yim Tin Tsai,Upper,0.967,30.25,32.16,5.16
8/22/18,12:40:01,Yim Tin Tsai,Upper,0.969,30.32,32.31,5.56
8/22/18,12:50:01,Yim Tin Tsai,Upper,0.973,30.39,32.21,6.12
8/22/18,13:00:01,Yim Tin Tsai,Upper,0.971,30.52,32.04,6.66
8/22/18,13:10:02,Yim Tin Tsai,Upper,0.972,30.47,32.16,6.55
8/22/18,13:20:02,Yim Tin Tsai,Upper,0.976,30.59,31.28,7
8/22/18,13:30:01,Yim Tin Tsai,Upper,0.969,30.58,31.21,6.84
8/22/18,13:40:01,Yim Tin Tsai,Upper,0.958,30.63,30.89,6.71
8/22/18,13:50:01,Yim Tin Tsai,Upper,0.956,30.58,31.02,6.74
8/22/18,14:00:02,Yim Tin Tsai,Upper,0.954,30.57,31.56,6.8
8/22/18,14:10:01,Yim Tin Tsai,Upper,0.953,30.56,32.04,6.98
8/22/18,14:20:01,Yim Tin Tsai,Upper,0.95,30.47,32.38,6.54
8/22/18,14:30:01,Yim Tin Tsai,Upper,0.951,30.65,31.77,7.16
8/22/18,14:40:02,Yim Tin Tsai,Upper,0.951,30.7,31.75,7.44
8/22/18,14:50:01,Yim Tin Tsai,Upper,0.949,30.64,32.02,7.3
8/22/18,15:00:02,Yim Tin Tsai,Upper,0.948,30.62,32.1,7.3
8/22/18,15:10:01,Yim Tin Tsai,Upper,0.945,30.54,32.39,6.98
8/22/18,15:20:01,Yim Tin Tsai,Upper,0.941,30.6,32.19,7.16
8/22/18,15:30:01,Yim Tin Tsai,Upper,0.941,30.64,32.1,7.34
8/22/18,15:40:02,Yim Tin Tsai,Upper,0.939,30.73,31.9,7.5
8/22/18,15:50:01,Yim Tin Tsai,Upper,0.935,30.75,31.77,7.34
8/22/18,16:00:01,Yim Tin Tsai,Upper,0.937,30.79,31.78,7.41
8/22/18,16:10:02,Yim Tin Tsai,Upper,0.936,30.72,31.88,7.24
8/22/18,16:20:02,Yim Tin Tsai,Upper,0.936,30.86,31.51,6.67
8/22/18,16:30:01,Yim Tin Tsai,Upper,0.934,30.95,31.15,7.57
8/22/18,16:40:01,Yim Tin Tsai,Upper,0.935,30.88,31.36,7.62
8/22/18,16:50:02,Yim Tin Tsai,Upper,0.933,30.96,31.25,7.64
8/22/18,17:00:01,Yim Tin Tsai,Upper,0.93,30.95,31.2,7.54
8/22/18,17:10:02,Yim Tin Tsai,Upper,0.933,30.91,31.45,7.77
8/22/18,17:20:01,Yim Tin Tsai,Upper,0.944,30.95,31.31,7.86
8/22/18,17:30:01,Yim Tin Tsai,Upper,0.95,30.82,31.58,7.46
8/22/18,17:40:02,Yim Tin Tsai,Upper,0.956,30.88,31.51,7.69
8/22/18,17:50:02,Yim Tin Tsai,Upper,0.964,31.09,30.77,6.14
8/22/18,18:00:01,Yim Tin Tsai,Upper,0.978,31.13,29.6,7.67
8/22/18,18:10:01,Yim Tin Tsai,Upper,0.976,31.16,30.03,7.9
8/22/18,18:20:02,Yim Tin Tsai,Upper,0.984,31.11,30.27,7.89
8/22/18,18:30:01,Yim Tin Tsai,Upper,0.985,30.83,30.42,7.66
8/22/18,18:40:01,Yim Tin Tsai,Upper,0.987,30.55,30.42,7.4
8/22/18,18:50:01,Yim Tin Tsai,Upper,0.99,30.7,30.11,7.47
8/22/18,19:00:01,Yim Tin Tsai,Upper,0.988,30.67,30.08,7.37
8/22/18,19:10:02,Yim Tin Tsai,Upper,0.982,30.67,30.24,7.45
8/22/18,19:20:01,Yim Tin Tsai,Upper,0.98,30.67,30.18,7.21
8/22/18,19:30:01,Yim Tin Tsai,Upper,0.972,30.68,30.43,7.39
8/22/18,19:40:01,Yim Tin Tsai,Upper,0.969,30.71,31.77,7.42
8/22/18,19:50:01,Yim Tin Tsai,Upper,0.967,30.68,32.07,7.23
8/22/18,20:00:01,Yim Tin Tsai,Upper,0.964,30.55,32.43,6.94
8/22/18,20:10:01,Yim Tin Tsai,Upper,0.96,30.65,31.2,7.27
8/22/18,20:20:02,Yim Tin Tsai,Upper,0.964,30.62,31.11,7.3
8/22/18,20:30:02,Yim Tin Tsai,Upper,0.969,30.48,32.38,6.77
8/22/18,20:40:01,Yim Tin Tsai,Upper,0.974,30.43,32.61,6.67
8/22/18,20:50:01,Yim Tin Tsai,Upper,0.978,30.36,32.64,6.33
8/22/18,21:00:01,Yim Tin Tsai,Upper,0.978,30.35,32.7,6.22
8/22/18,21:10:02,Yim Tin Tsai,Upper,0.979,30.33,32.72,6.1
8/22/18,21:20:02,Yim Tin Tsai,Upper,0.98,30.34,32.72,6.09
8/22/18,21:30:01,Yim Tin Tsai,Upper,0.981,30.35,32.71,5.85
8/22/18,21:40:01,Yim Tin Tsai,Upper,0.98,30.35,32.72,5.92
8/22/18,21:50:01,Yim Tin Tsai,Upper,0.981,30.43,31.38,5.95
8/22/18,22:00:01,Yim Tin Tsai,Upper,0.983,30.39,31.03,6.17
8/22/18,22:10:02,Yim Tin Tsai,Upper,0.984,30.37,31.01,6.55
8/22/18,22:20:02,Yim Tin Tsai,Upper,0.988,30.48,31.39,6.7
8/22/18,22:30:01,Yim Tin Tsai,Upper,0.992,30.4,31.27,6.24
8/22/18,22:40:02,Yim Tin Tsai,Upper,0.993,30.42,31.29,6.4
8/22/18,22:50:01,Yim Tin Tsai,Upper,0.992,30.31,32.13,5.53
8/22/18,23:00:02,Yim Tin Tsai,Upper,0.99,30.13,30.87,6.4
8/22/18,23:10:02,Yim Tin Tsai,Upper,0.987,30.15,29.85,6.68
8/22/18,23:20:01,Yim Tin Tsai,Upper,0.985,30.18,29.95,6.62
8/22/18,23:30:02,Yim Tin Tsai,Upper,0.988,30.4,30.83,6.59
8/22/18,23:40:02,Yim Tin Tsai,Upper,0.989,30.36,30.36,6.96
8/22/18,23:50:01,Yim Tin Tsai,Upper,0.991,30.36,30.41,6.58
8/23/18,0:00:01,Yim Tin Tsai,Upper,0.989,30.34,30.44,6.64
8/23/18,0:10:01,Yim Tin Tsai,Upper,0.986,30.39,30.56,6.69
8/23/18,0:20:02,Yim Tin Tsai,Upper,0.981,30.35,30.45,6.72
8/23/18,0:30:01,Yim Tin Tsai,Upper,0.978,30.43,30.78,6.66
8/23/18,0:40:01,Yim Tin Tsai,Upper,0.978,30.45,31.06,6.68
8/23/18,0:50:02,Yim Tin Tsai,Upper,0.971,30.49,31.94,6.38
8/23/18,1:00:01,Yim Tin Tsai,Upper,0.968,30.43,31.62,6.47
8/23/18,1:10:02,Yim Tin Tsai,Upper,0.966,30.41,31.62,6.24
8/23/18,1:20:01,Yim Tin Tsai,Upper,0.964,30.43,31.97,6.29
8/23/18,1:30:02,Yim Tin Tsai,Upper,0.961,30.36,32.08,5.94
8/23/18,1:40:01,Yim Tin Tsai,Upper,0.962,30.39,32.12,6
8/23/18,1:50:01,Yim Tin Tsai,Upper,0.961,30.36,32.4,5.61
8/23/18,2:00:02,Yim Tin Tsai,Upper,0.962,30.41,32.1,6.1
8/23/18,2:10:02,Yim Tin Tsai,Upper,0.964,30.4,31.97,6.02
8/23/18,2:20:02,Yim Tin Tsai,Upper,0.967,30.36,31.79,5.86
8/23/18,2:30:01,Yim Tin Tsai,Upper,0.968,30.11,30.02,5.98
8/23/18,2:40:01,Yim Tin Tsai,Upper,0.965,30.04,29.8,6.02
8/23/18,2:50:01,Yim Tin Tsai,Upper,0.961,30.19,29.78,6.27
8/23/18,3:00:01,Yim Tin Tsai,Upper,0.959,30.06,29.93,6.38
8/23/18,3:10:02,Yim Tin Tsai,Upper,0.958,29.89,29.56,6.06
8/23/18,3:20:02,Yim Tin Tsai,Upper,0.956,30.12,29.8,6.01
8/23/18,3:30:02,Yim Tin Tsai,Upper,0.956,29.92,29.77,5.75
8/23/18,3:40:02,Yim Tin Tsai,Upper,0.955,29.93,29.65,5.8
8/23/18,3:50:01,Yim Tin Tsai,Upper,0.961,30.02,29.65,6.22
8/23/18,4:00:02,Yim Tin Tsai,Upper,0.966,30.09,29.64,6.33
8/23/18,4:10:02,Yim Tin Tsai,Upper,0.97,29.79,29.54,5.79
8/23/18,4:20:02,Yim Tin Tsai,Upper,0.974,29.56,29.19,5.76
8/23/18,4:30:01,Yim Tin Tsai,Upper,0.974,29.46,29.02,5.14
8/23/18,4:40:02,Yim Tin Tsai,Upper,0.971,29.05,28.9,5.93
8/23/18,4:50:01,Yim Tin Tsai,Upper,0.968,29.26,28.78,6.02
8/23/18,5:00:02,Yim Tin Tsai,Upper,0.969,29.14,28.81,6.01
8/23/18,5:10:01,Yim Tin Tsai,Upper,0.968,29.23,28.74,5.81
8/23/18,5:20:02,Yim Tin Tsai,Upper,0.968,29.36,28.84,5.65
8/23/18,5:30:01,Yim Tin Tsai,Upper,0.966,29.6,28.98,5.79
8/23/18,5:40:02,Yim Tin Tsai,Upper,0.966,30.05,29.58,5.97
8/23/18,5:50:02,Yim Tin Tsai,Upper,0.966,30.25,31.06,5.83
8/23/18,6:00:02,Yim Tin Tsai,Upper,0.967,30.22,31.03,5.81
8/23/18,6:10:02,Yim Tin Tsai,Upper,0.968,30.21,31.01,5.66
8/23/18,6:20:01,Yim Tin Tsai,Upper,0.971,30.22,31,5.7
8/23/18,6:30:02,Yim Tin Tsai,Upper,0.975,30.23,31.97,5.45
8/23/18,6:40:01,Yim Tin Tsai,Upper,0.979,30.21,32.22,4.65
8/23/18,6:50:01,Yim Tin Tsai,Upper,0.985,29.82,30.16,4.74
8/23/18,7:00:01,Yim Tin Tsai,Upper,0.983,30.03,31.34,4.33
8/23/18,7:10:01,Yim Tin Tsai,Upper,0.983,30,30.91,4.46
8/23/18,7:20:01,Yim Tin Tsai,Upper,0.979,30.03,31.82,4.67
8/23/18,7:30:01,Yim Tin Tsai,Upper,0.976,30.04,31.44,3.97
8/23/18,7:40:01,Yim Tin Tsai,Upper,0.973,30.15,31.95,4.75
8/23/18,7:50:01,Yim Tin Tsai,Upper,0.972,30.27,32.15,5.34
8/23/18,8:00:02,Yim Tin Tsai,Upper,0.974,30.32,32.05,5.82
8/23/18,8:10:01,Yim Tin Tsai,Upper,0.977,30.26,32.52,5.19
8/23/18,8:20:01,Yim Tin Tsai,Upper,0.984,30.2,32.02,5.59
8/23/18,8:30:01,Yim Tin Tsai,Upper,0.991,30.34,32.1,6.13
8/23/18,8:40:01,Yim Tin Tsai,Upper,0.999,30.26,31.84,5.91
8/23/18,8:50:01,Yim Tin Tsai,Upper,0.998,30.28,31.61,5.86
8/23/18,9:00:01,Yim Tin Tsai,Upper,1.001,30.33,32.4,5.9
8/23/18,9:10:02,Yim Tin Tsai,Upper,0.985,30.26,32.81,5.65
8/23/18,9:20:01,Yim Tin Tsai,Upper,0.983,30.18,32.8,5.2
8/23/18,9:30:01,Yim Tin Tsai,Upper,0.979,30.17,32.84,5.11
8/23/18,9:40:01,Yim Tin Tsai,Upper,0.977,30.21,32.79,5.29
8/23/18,9:50:01,Yim Tin Tsai,Upper,0.983,30.12,32.49,4.89
8/23/18,10:00:01,Yim Tin Tsai,Upper,0.974,30.13,32.7,4.84
8/23/18,10:10:02,Yim Tin Tsai,Upper,0.982,30.07,32.32,4.97
8/23/18,10:20:02,Yim Tin Tsai,Upper,0.983,30.15,32.5,5.19
8/23/18,10:30:02,Yim Tin Tsai,Upper,0.981,30.12,32.32,4.96
8/23/18,10:40:02,Yim Tin Tsai,Upper,0.975,30.23,32.2,5.6
8/23/18,10:50:02,Yim Tin Tsai,Upper,1.03,30.07,32.84,4.43
8/23/18,11:00:01,Yim Tin Tsai,Upper,0.989,30.1,32.86,4.41
8/23/18,11:10:01,Yim Tin Tsai,Upper,0.986,30.11,32.82,4.39
8/23/18,11:20:01,Yim Tin Tsai,Upper,0.986,30.2,32.55,4.72
8/23/18,11:30:01,Yim Tin Tsai,Upper,0.98,30.1,32.5,4.3
8/23/18,11:40:01,Yim Tin Tsai,Upper,0.971,30.07,32.71,4.18
8/23/18,11:50:01,Yim Tin Tsai,Upper,0.966,30.01,32.91,3.87
8/23/18,12:00:01,Yim Tin Tsai,Upper,0.97,30.23,32.82,4.97
8/23/18,12:10:02,Yim Tin Tsai,Upper,0.97,30.27,32.5,6.07
8/23/18,12:20:02,Yim Tin Tsai,Upper,0.964,30.2,31.94,5.88
8/23/18,12:30:02,Yim Tin Tsai,Upper,0.963,29.87,30.54,6.86
