Date,Time,Site_name,Sonde_Name,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
8/6/18,9:40:02,Yim Tin Tsai,Upper,1.028,30.6,30.85,8.35
8/6/18,9:50:02,Yim Tin Tsai,Upper,1.03,30.61,30.91,8.78
8/6/18,10:00:01,Yim Tin Tsai,Upper,1.033,30.72,30.78,8.9
8/6/18,10:10:01,Yim Tin Tsai,Upper,1.036,30.34,30.98,7.5
8/6/18,10:20:02,Yim Tin Tsai,Upper,1.041,30.83,30.57,10.85
8/6/18,10:30:01,Yim Tin Tsai,Upper,1.045,30.32,30.95,7.33
8/6/18,10:40:02,Yim Tin Tsai,Upper,1.047,30.55,30.89,8.47
8/6/18,10:50:01,Yim Tin Tsai,Upper,1.054,30.83,30.69,9.56
8/6/18,11:00:01,Yim Tin Tsai,Upper,1.054,30.78,30.75,8.93
8/6/18,11:10:02,Yim Tin Tsai,Upper,1.051,31.03,30.58,10.49
8/6/18,11:20:01,Yim Tin Tsai,Upper,1.049,31.03,30.57,12.83
8/6/18,11:30:02,Yim Tin Tsai,Upper,1.053,30.85,30.68,11.86
8/6/18,11:40:01,Yim Tin Tsai,Upper,1.052,30.99,30.67,11.99
8/6/18,11:50:01,Yim Tin Tsai,Upper,1.057,31.04,30.67,11.56
8/6/18,12:00:02,Yim Tin Tsai,Upper,1.055,31.17,30.74,12.21
8/6/18,12:10:02,Yim Tin Tsai,Upper,1.051,30.79,30.89,10.43
8/6/18,12:20:02,Yim Tin Tsai,Upper,1.044,30.95,30.83,11.28
8/6/18,12:30:01,Yim Tin Tsai,Upper,1.037,31.03,30.78,11.15
8/6/18,12:40:01,Yim Tin Tsai,Upper,1.034,31.42,30.7,13.22
8/6/18,12:50:01,Yim Tin Tsai,Upper,1.037,31.6,30.65,13.15
8/6/18,13:00:02,Yim Tin Tsai,Upper,1.034,31.26,30.77,11.21
8/6/18,13:10:01,Yim Tin Tsai,Upper,1.031,31.39,30.68,12.29
8/6/18,13:20:02,Yim Tin Tsai,Upper,1.033,31.3,30.73,11.51
8/6/18,13:30:02,Yim Tin Tsai,Upper,1.031,31.1,30.83,11.16
8/6/18,13:40:01,Yim Tin Tsai,Upper,1.028,30.47,31.16,8.03
8/6/18,13:50:01,Yim Tin Tsai,Upper,1.027,31.1,30.78,10.88
8/6/18,14:00:01,Yim Tin Tsai,Upper,1.021,30.88,30.91,8.76
8/6/18,14:10:02,Yim Tin Tsai,Upper,1.022,31.74,30.43,12.41
8/6/18,14:20:02,Yim Tin Tsai,Upper,1.02,31.3,30.68,10.5
8/6/18,14:30:01,Yim Tin Tsai,Upper,1.02,31.3,30.66,11.15
8/6/18,14:40:02,Yim Tin Tsai,Upper,1.018,31.34,30.65,10.64
8/6/18,14:50:02,Yim Tin Tsai,Upper,1.015,31.49,30.6,10.59
8/6/18,15:00:01,Yim Tin Tsai,Upper,1.016,31.7,30.51,12.21
8/6/18,15:10:01,Yim Tin Tsai,Upper,1.011,31.62,30.55,11.6
8/6/18,15:20:01,Yim Tin Tsai,Upper,1.014,32.13,30.27,13.06
8/6/18,15:30:01,Yim Tin Tsai,Upper,1.012,31.71,30.44,12.04
8/6/18,15:40:01,Yim Tin Tsai,Upper,1.007,32.16,30.24,12.59
8/6/18,15:50:02,Yim Tin Tsai,Upper,1.013,32.38,30.17,13
8/6/18,16:00:02,Yim Tin Tsai,Upper,1.011,32.29,30.2,12.69
8/6/18,16:10:01,Yim Tin Tsai,Upper,1.013,32.53,30.13,13.12
8/6/18,16:20:02,Yim Tin Tsai,Upper,1.012,32.59,30.13,13.34
8/6/18,16:30:01,Yim Tin Tsai,Upper,1.015,32.53,30.13,13.17
8/6/18,16:40:01,Yim Tin Tsai,Upper,1.01,32.5,30.12,13.23
8/6/18,16:50:02,Yim Tin Tsai,Upper,1.01,32.58,30.08,13.28
8/6/18,17:00:01,Yim Tin Tsai,Upper,1.01,32.45,30.12,13.24
8/6/18,17:10:01,Yim Tin Tsai,Upper,1.01,32.58,30.08,13.95
8/6/18,17:20:01,Yim Tin Tsai,Upper,1.009,32.65,30.05,13.75
8/6/18,17:30:02,Yim Tin Tsai,Upper,1.011,32.05,30.33,12.2
8/6/18,17:40:01,Yim Tin Tsai,Upper,1.009,32.55,30.09,13.15
8/6/18,17:50:02,Yim Tin Tsai,Upper,1.014,32.5,30.11,13.32
8/6/18,18:00:01,Yim Tin Tsai,Upper,1.009,32.65,30.02,13.52
8/6/18,18:10:01,Yim Tin Tsai,Upper,1.013,32.6,30.04,13.38
8/6/18,18:20:01,Yim Tin Tsai,Upper,1.015,32.55,30.09,12.88
8/6/18,18:30:01,Yim Tin Tsai,Upper,1.013,32.15,30.25,11.99
8/6/18,18:40:02,Yim Tin Tsai,Upper,1.015,32.55,30.06,13.08
8/6/18,18:50:01,Yim Tin Tsai,Upper,1.013,32.53,29.97,13.49
8/6/18,19:00:02,Yim Tin Tsai,Upper,1.013,32.46,29.99,12.76
8/6/18,19:10:01,Yim Tin Tsai,Upper,1.015,32.41,30.11,12.11
8/6/18,19:20:01,Yim Tin Tsai,Upper,1.017,32.43,30.01,12.21
8/6/18,19:30:01,Yim Tin Tsai,Upper,1.019,32.21,30.13,10.94
8/6/18,19:40:01,Yim Tin Tsai,Upper,1.02,32.51,29.95,12.85
8/6/18,19:50:01,Yim Tin Tsai,Upper,1.019,32.21,30.15,10.92
8/6/18,20:00:02,Yim Tin Tsai,Upper,1.02,32.1,30.18,10.62
8/6/18,20:10:02,Yim Tin Tsai,Upper,1.024,32.2,30.11,10.56
8/6/18,20:20:01,Yim Tin Tsai,Upper,1.025,32.39,30,11.53
8/6/18,20:30:01,Yim Tin Tsai,Upper,1.029,32.37,30.01,11.6
8/6/18,20:40:01,Yim Tin Tsai,Upper,1.031,32.51,29.97,13.29
8/6/18,20:50:02,Yim Tin Tsai,Upper,1.034,32.44,30.04,13.07
8/6/18,21:00:01,Yim Tin Tsai,Upper,1.036,31.99,30.26,10.82
8/6/18,21:10:02,Yim Tin Tsai,Upper,1.036,32,30.21,10.16
8/6/18,21:20:02,Yim Tin Tsai,Upper,1.034,31.94,30.24,10.34
8/6/18,21:30:02,Yim Tin Tsai,Upper,1.036,32.08,28.51,10.37
8/6/18,21:40:02,Yim Tin Tsai,Upper,1.037,32.13,28.63,10.53
8/6/18,21:50:01,Yim Tin Tsai,Upper,1.036,32.12,28.56,10.3
8/6/18,22:00:02,Yim Tin Tsai,Upper,1.037,32.12,28.53,10.73
8/6/18,22:10:01,Yim Tin Tsai,Upper,1.038,32.25,28.53,11.97
8/6/18,22:20:02,Yim Tin Tsai,Upper,1.037,32.07,28.63,9.91
8/6/18,22:30:01,Yim Tin Tsai,Upper,1.038,32.11,29.77,9.77
8/6/18,22:40:01,Yim Tin Tsai,Upper,1.039,32.14,29.86,10.72
8/6/18,22:50:02,Yim Tin Tsai,Upper,1.038,32.08,28.63,10.37
8/6/18,23:00:01,Yim Tin Tsai,Upper,1.04,32.1,28.63,10.45
8/6/18,23:10:02,Yim Tin Tsai,Upper,1.04,32.08,28.57,10.76
8/6/18,23:20:02,Yim Tin Tsai,Upper,1.038,32.14,28.5,10.48
8/6/18,23:30:01,Yim Tin Tsai,Upper,1.036,31.99,28.69,10.63
8/6/18,23:40:01,Yim Tin Tsai,Upper,1.035,31.99,28.7,10.66
8/6/18,23:50:01,Yim Tin Tsai,Upper,1.034,31.96,28.75,10.72
8/7/18,0:00:01,Yim Tin Tsai,Upper,1.033,31.99,28.62,10.37
8/7/18,0:10:01,Yim Tin Tsai,Upper,1.031,31.91,28.72,10.39
8/7/18,0:20:02,Yim Tin Tsai,Upper,1.031,31.9,28.64,10.56
8/7/18,0:30:01,Yim Tin Tsai,Upper,1.029,31.86,28.56,10.29
8/7/18,0:40:01,Yim Tin Tsai,Upper,1.028,31.77,28.82,10.15
8/7/18,0:50:01,Yim Tin Tsai,Upper,1.027,31.82,28.47,9.75
8/7/18,1:00:01,Yim Tin Tsai,Upper,1.025,31.8,28.48,10.29
8/7/18,1:10:01,Yim Tin Tsai,Upper,1.025,31.79,28.18,10.32
8/7/18,1:20:02,Yim Tin Tsai,Upper,1.026,31.78,28.36,9.34
8/7/18,1:30:01,Yim Tin Tsai,Upper,1.024,31.74,28.47,9.74
8/7/18,1:40:01,Yim Tin Tsai,Upper,1.023,31.8,28.2,10.55
8/7/18,1:50:01,Yim Tin Tsai,Upper,1.023,31.86,28.23,11.11
8/7/18,2:00:01,Yim Tin Tsai,Upper,1.023,31.91,28.42,10.3
8/7/18,2:10:01,Yim Tin Tsai,Upper,1.023,31.74,28.51,9.8
8/7/18,2:20:01,Yim Tin Tsai,Upper,1.022,31.76,28.49,9.22
8/7/18,2:30:01,Yim Tin Tsai,Upper,1.021,31.65,28.35,11.2
8/7/18,2:40:01,Yim Tin Tsai,Upper,1.022,31.68,28.36,10.37
8/7/18,2:50:02,Yim Tin Tsai,Upper,1.021,31.84,28.45,10.64
8/7/18,3:00:01,Yim Tin Tsai,Upper,1.021,31.77,28.44,9.82
8/7/18,3:10:01,Yim Tin Tsai,Upper,1.021,31.72,28.42,10.78
8/7/18,3:20:01,Yim Tin Tsai,Upper,1.021,31.71,28.47,10.95
8/7/18,3:30:01,Yim Tin Tsai,Upper,1.022,31.8,28.56,10.34
8/7/18,3:40:01,Yim Tin Tsai,Upper,1.02,31.86,28.55,10.36
8/7/18,3:50:01,Yim Tin Tsai,Upper,1.018,31.79,28.47,10.13
8/7/18,4:00:01,Yim Tin Tsai,Upper,1.017,31.54,28.32,11.42
8/7/18,4:10:01,Yim Tin Tsai,Upper,1.017,31.57,28.65,11.25
8/7/18,4:20:01,Yim Tin Tsai,Upper,1.016,31.61,28.18,11.02
8/7/18,4:30:02,Yim Tin Tsai,Upper,1.015,31.62,28.36,10.89
8/7/18,4:40:01,Yim Tin Tsai,Upper,1.015,31.58,28.1,10.74
8/7/18,4:50:02,Yim Tin Tsai,Upper,1.017,31.59,28.39,10.62
8/7/18,5:00:02,Yim Tin Tsai,Upper,1.017,31.56,28.2,10.62
8/7/18,5:10:01,Yim Tin Tsai,Upper,1.018,31.57,28.33,10.65
8/7/18,5:20:01,Yim Tin Tsai,Upper,1.017,31.57,28.34,10.47
8/7/18,5:30:01,Yim Tin Tsai,Upper,1.015,31.55,28.46,10.59
8/7/18,5:40:02,Yim Tin Tsai,Upper,1.017,31.53,27.98,9.81
8/7/18,5:50:01,Yim Tin Tsai,Upper,1.017,31.53,28.11,9.48
8/7/18,6:00:01,Yim Tin Tsai,Upper,1.02,31.4,28.09,7.95
8/7/18,6:10:01,Yim Tin Tsai,Upper,1.02,31.2,28.55,8.19
8/7/18,6:20:01,Yim Tin Tsai,Upper,1.021,31.28,28.36,8.53
8/7/18,6:30:01,Yim Tin Tsai,Upper,1.021,31.29,28.49,8.78
8/7/18,6:40:01,Yim Tin Tsai,Upper,1.022,31.37,28.36,8.97
8/7/18,6:50:02,Yim Tin Tsai,Upper,1.023,31.42,28.21,9.09
8/7/18,7:00:02,Yim Tin Tsai,Upper,1.023,31.46,28.13,8.78
8/7/18,7:10:01,Yim Tin Tsai,Upper,1.024,31.47,28.03,8.84
8/7/18,7:20:01,Yim Tin Tsai,Upper,1.026,31.46,27.99,8.15
8/7/18,7:30:01,Yim Tin Tsai,Upper,1.027,31.46,27.92,8.79
8/7/18,7:40:01,Yim Tin Tsai,Upper,1.029,31.4,27.93,7.71
8/7/18,7:50:01,Yim Tin Tsai,Upper,1.029,31.41,28,8.46
8/7/18,8:00:01,Yim Tin Tsai,Upper,1.035,31.39,27.92,8.27
8/7/18,8:10:01,Yim Tin Tsai,Upper,1.039,31.36,28.09,8.52
8/7/18,8:20:02,Yim Tin Tsai,Upper,1.043,31.38,27.98,8.29
8/7/18,8:30:01,Yim Tin Tsai,Upper,1.047,31.34,28.11,8.42
8/7/18,8:40:02,Yim Tin Tsai,Upper,1.046,31.41,28.25,9.29
8/7/18,8:50:02,Yim Tin Tsai,Upper,1.044,30.48,28.78,6.67
8/7/18,9:00:02,Yim Tin Tsai,Upper,1.044,31.22,28.21,8.47
8/7/18,9:10:02,Yim Tin Tsai,Upper,1.047,31.14,29.14,8.36
8/7/18,9:20:01,Yim Tin Tsai,Upper,1.051,31.03,29.41,8.19
8/7/18,9:30:01,Yim Tin Tsai,Upper,1.046,31.13,29.29,8.73
8/7/18,9:40:01,Yim Tin Tsai,Upper,1.053,31,29.35,8.29
8/7/18,9:50:01,Yim Tin Tsai,Upper,1.058,31.13,29.27,8.71
8/7/18,10:00:02,Yim Tin Tsai,Upper,1.053,31.42,29.03,9.31
8/7/18,10:10:01,Yim Tin Tsai,Upper,1.051,31.15,29.22,8.65
8/7/18,10:20:02,Yim Tin Tsai,Upper,1.051,31.24,29.21,8.67
8/7/18,10:30:01,Yim Tin Tsai,Upper,1.048,31.39,29.14,9.44
8/7/18,10:40:01,Yim Tin Tsai,Upper,1.047,31.2,29.27,8.85
8/7/18,10:50:02,Yim Tin Tsai,Upper,1.048,31.31,29.25,9.18
8/7/18,11:00:02,Yim Tin Tsai,Upper,1.046,31.51,29.13,9.57
8/7/18,11:10:01,Yim Tin Tsai,Upper,1.045,30.55,29.71,7.63
8/7/18,11:20:02,Yim Tin Tsai,Upper,1.041,31.07,29.36,8.55
8/7/18,11:30:01,Yim Tin Tsai,Upper,1.039,31.38,29.21,8.95
8/7/18,11:40:01,Yim Tin Tsai,Upper,1.05,31.5,29.1,9.44
8/7/18,11:50:01,Yim Tin Tsai,Upper,1.041,31.25,30.37,9.16
8/7/18,12:00:01,Yim Tin Tsai,Upper,1.041,31.46,30.17,9.43
8/7/18,12:10:01,Yim Tin Tsai,Upper,1.036,31.65,30.15,9.75
8/7/18,12:20:02,Yim Tin Tsai,Upper,1.037,31.72,29.69,9.95
8/7/18,12:30:02,Yim Tin Tsai,Upper,1.034,31.8,29.66,9.97
8/7/18,12:40:02,Yim Tin Tsai,Upper,1.034,31.94,29.44,10.3
8/7/18,12:50:01,Yim Tin Tsai,Upper,1.038,31.9,29.41,10.06
8/7/18,13:00:01,Yim Tin Tsai,Upper,1.033,31.8,29.28,10.24
8/7/18,13:10:01,Yim Tin Tsai,Upper,1.03,32,30.27,10.23
8/7/18,13:20:01,Yim Tin Tsai,Upper,1.033,32.13,28.83,10.04
8/7/18,13:30:01,Yim Tin Tsai,Upper,1.031,32.06,28.79,10.41
8/7/18,13:40:01,Yim Tin Tsai,Upper,1.029,32.18,28.46,10.45
8/7/18,13:50:02,Yim Tin Tsai,Upper,1.032,32.21,28.22,10.52
8/7/18,14:00:01,Yim Tin Tsai,Upper,1.028,32.21,28.22,10.38
8/7/18,14:10:01,Yim Tin Tsai,Upper,1.025,32.2,28.01,10.51
8/7/18,14:20:01,Yim Tin Tsai,Upper,1.023,32.18,29.6,10.03
8/7/18,14:30:01,Yim Tin Tsai,Upper,1.026,32.08,28.55,10.18
8/7/18,14:40:01,Yim Tin Tsai,Upper,1.026,32.09,28.46,9.82
8/7/18,14:50:01,Yim Tin Tsai,Upper,1.025,32.12,28.42,9.94
8/7/18,15:00:01,Yim Tin Tsai,Upper,1.015,32.14,28.38,9.74
8/7/18,15:10:01,Yim Tin Tsai,Upper,1.014,32.29,28.4,10.39
8/7/18,15:20:01,Yim Tin Tsai,Upper,1.015,32.23,28.35,10.17
8/7/18,15:30:01,Yim Tin Tsai,Upper,1.012,32.16,28.3,10.37
8/7/18,15:40:01,Yim Tin Tsai,Upper,1.015,32.28,28.25,10.69
8/7/18,15:50:01,Yim Tin Tsai,Upper,1.022,32.03,28.51,10.04
8/7/18,16:00:02,Yim Tin Tsai,Upper,1.022,32.16,28.35,9.58
8/7/18,16:10:02,Yim Tin Tsai,Upper,1.022,32.42,28.17,10.73
8/7/18,16:20:01,Yim Tin Tsai,Upper,1.023,32.48,28.14,11.13
8/7/18,16:30:01,Yim Tin Tsai,Upper,1.02,32.41,28.2,10.77
8/7/18,16:40:01,Yim Tin Tsai,Upper,1.021,32.43,28.19,10.66
8/7/18,16:50:01,Yim Tin Tsai,Upper,1.016,32.54,28.02,10.82
8/7/18,17:00:01,Yim Tin Tsai,Upper,1.016,32.54,28.09,11.02
8/7/18,17:10:02,Yim Tin Tsai,Upper,1.012,32.53,28.2,11.1
8/7/18,17:20:01,Yim Tin Tsai,Upper,1.01,32.53,27.7,11
8/7/18,17:30:01,Yim Tin Tsai,Upper,1.01,32.56,27.69,11.16
8/7/18,17:40:02,Yim Tin Tsai,Upper,1.01,32.62,27.7,11.19
8/7/18,17:50:02,Yim Tin Tsai,Upper,1.009,32.49,27.94,10.94
8/7/18,18:00:02,Yim Tin Tsai,Upper,1.014,32.44,28.13,10.83
8/7/18,18:10:01,Yim Tin Tsai,Upper,1.015,32.42,28.09,10.52
8/7/18,18:20:01,Yim Tin Tsai,Upper,1.017,32.39,28.18,10.6
8/7/18,18:30:01,Yim Tin Tsai,Upper,1.019,32.31,28.26,10.41
8/7/18,18:40:01,Yim Tin Tsai,Upper,1.02,32.1,28.93,9.55
8/7/18,18:50:02,Yim Tin Tsai,Upper,1.02,32.33,29.95,9.98
8/7/18,19:00:02,Yim Tin Tsai,Upper,1.021,32.22,29.43,9.6
8/7/18,19:10:01,Yim Tin Tsai,Upper,1.024,32.19,29.06,9.7
8/7/18,19:20:02,Yim Tin Tsai,Upper,1.024,32.12,29.06,9.79
8/7/18,19:30:02,Yim Tin Tsai,Upper,1.024,32.2,28.74,9.98
8/7/18,19:40:02,Yim Tin Tsai,Upper,1.025,32,30.05,9.41
8/7/18,19:50:01,Yim Tin Tsai,Upper,1.028,32.12,28.85,9.83
8/7/18,20:00:01,Yim Tin Tsai,Upper,1.027,32.17,29.48,9.6
8/7/18,20:10:01,Yim Tin Tsai,Upper,1.029,32.15,28.38,9.76
8/7/18,20:20:01,Yim Tin Tsai,Upper,1.032,32.19,28.28,9.14
8/7/18,20:30:01,Yim Tin Tsai,Upper,1.031,32.17,28.29,9.74
8/7/18,20:40:02,Yim Tin Tsai,Upper,1.032,32.15,28.37,9.39
8/7/18,20:50:02,Yim Tin Tsai,Upper,1.031,32.11,29.08,9.46
8/7/18,21:00:01,Yim Tin Tsai,Upper,1.034,32.06,28.91,8.86
8/7/18,21:10:01,Yim Tin Tsai,Upper,1.036,32.12,28.78,9.47
8/7/18,21:20:02,Yim Tin Tsai,Upper,1.037,32.1,28.66,9.36
8/7/18,21:30:01,Yim Tin Tsai,Upper,1.039,32.11,28.87,9.04
8/7/18,21:40:01,Yim Tin Tsai,Upper,1.041,32.08,28.66,8.59
8/7/18,21:50:02,Yim Tin Tsai,Upper,1.041,32,28.87,8.85
8/7/18,22:00:01,Yim Tin Tsai,Upper,1.041,31.99,28.77,9.09
8/7/18,22:10:02,Yim Tin Tsai,Upper,1.04,31.95,28.82,8.89
8/7/18,22:20:02,Yim Tin Tsai,Upper,1.041,31.9,28.95,8.96
8/7/18,22:30:01,Yim Tin Tsai,Upper,1.043,31.88,28.34,8.96
8/7/18,22:40:01,Yim Tin Tsai,Upper,1.044,31.87,28.32,8.79
8/7/18,22:50:02,Yim Tin Tsai,Upper,1.042,31.85,28.32,8.83
8/7/18,23:00:02,Yim Tin Tsai,Upper,1.041,31.91,28.07,8.33
8/7/18,23:10:02,Yim Tin Tsai,Upper,1.039,31.89,28.23,7.4
8/7/18,23:20:02,Yim Tin Tsai,Upper,1.039,31.82,28.26,9.46
8/7/18,23:30:01,Yim Tin Tsai,Upper,1.039,31.83,28.25,9.44
8/7/18,23:40:01,Yim Tin Tsai,Upper,1.04,31.84,28.17,9.51
8/7/18,23:50:02,Yim Tin Tsai,Upper,1.04,31.83,28.23,9.48
8/8/18,0:00:01,Yim Tin Tsai,Upper,1.038,31.81,28.17,9.28
8/8/18,0:10:01,Yim Tin Tsai,Upper,1.039,31.79,28.21,9.3
8/8/18,0:20:02,Yim Tin Tsai,Upper,1.037,31.76,28.11,9.46
8/8/18,0:30:01,Yim Tin Tsai,Upper,1.035,31.73,28.17,9.26
8/8/18,0:40:02,Yim Tin Tsai,Upper,1.034,31.72,28.16,8.68
8/8/18,0:50:01,Yim Tin Tsai,Upper,1.034,31.72,28.15,8.57
8/8/18,1:00:01,Yim Tin Tsai,Upper,1.033,31.71,28.28,8.28
8/8/18,1:10:01,Yim Tin Tsai,Upper,1.034,31.71,28.29,8.36
8/8/18,1:20:02,Yim Tin Tsai,Upper,1.032,31.71,28.23,8.06
8/8/18,1:30:02,Yim Tin Tsai,Upper,1.032,31.67,28.09,8.64
8/8/18,1:40:02,Yim Tin Tsai,Upper,1.031,31.68,28.15,8.08
8/8/18,1:50:02,Yim Tin Tsai,Upper,1.029,31.69,29.36,7.89
8/8/18,2:00:01,Yim Tin Tsai,Upper,1.029,31.66,29.37,8.53
8/8/18,2:10:01,Yim Tin Tsai,Upper,1.03,31.64,28.52,8.94
8/8/18,2:20:01,Yim Tin Tsai,Upper,1.029,31.6,28.51,9.1
8/8/18,2:30:01,Yim Tin Tsai,Upper,1.026,31.61,28.47,9.24
8/8/18,2:40:02,Yim Tin Tsai,Upper,1.027,31.59,28.48,9.3
8/8/18,2:50:01,Yim Tin Tsai,Upper,1.026,31.62,28.47,9.24
8/8/18,3:00:02,Yim Tin Tsai,Upper,1.024,31.64,28.48,9.14
8/8/18,3:10:01,Yim Tin Tsai,Upper,1.026,31.66,28.38,9.13
8/8/18,3:20:01,Yim Tin Tsai,Upper,1.031,31.65,28.33,9.13
8/8/18,3:30:01,Yim Tin Tsai,Upper,1.032,31.67,28.33,9.09
8/8/18,3:40:01,Yim Tin Tsai,Upper,1.033,31.63,28.3,9.15
8/8/18,3:50:01,Yim Tin Tsai,Upper,1.04,31.64,28.28,9.14
8/8/18,4:00:01,Yim Tin Tsai,Upper,1.039,31.67,28.32,9.08
8/8/18,4:10:01,Yim Tin Tsai,Upper,1.038,31.65,28.31,9.09
8/8/18,4:20:01,Yim Tin Tsai,Upper,1.036,31.68,28.36,8.98
8/8/18,4:30:01,Yim Tin Tsai,Upper,1.038,31.7,28.38,8.7
8/8/18,4:40:01,Yim Tin Tsai,Upper,1.038,31.75,28.44,8.22
8/8/18,4:50:02,Yim Tin Tsai,Upper,1.036,31.81,28.38,8.79
8/8/18,5:00:01,Yim Tin Tsai,Upper,1.037,31.8,28.39,8.92
8/8/18,5:10:01,Yim Tin Tsai,Upper,1.037,31.69,28.39,8.85
8/8/18,5:20:01,Yim Tin Tsai,Upper,1.038,31.8,28.44,8.77
8/8/18,5:30:02,Yim Tin Tsai,Upper,1.038,31.83,28.49,8.71
8/8/18,5:40:01,Yim Tin Tsai,Upper,1.037,31.82,28.23,8.34
8/8/18,5:50:01,Yim Tin Tsai,Upper,1.037,31.67,28.23,7.98
8/8/18,6:00:01,Yim Tin Tsai,Upper,1.037,31.28,28.39,7.41
8/8/18,6:10:01,Yim Tin Tsai,Upper,1.037,31.37,28.43,7.52
8/8/18,6:20:01,Yim Tin Tsai,Upper,1.036,31.38,28.53,7.72
8/8/18,6:30:01,Yim Tin Tsai,Upper,1.039,31.17,28.49,6.81
8/8/18,6:40:01,Yim Tin Tsai,Upper,1.039,31.15,28.22,7.59
8/8/18,6:50:02,Yim Tin Tsai,Upper,1.041,31.38,27.99,7.43
8/8/18,7:00:02,Yim Tin Tsai,Upper,1.041,31.54,28.05,8.03
8/8/18,7:10:01,Yim Tin Tsai,Upper,1.043,31.23,27.95,7.44
8/8/18,7:20:02,Yim Tin Tsai,Upper,1.043,31.22,27.83,7.56
8/8/18,7:30:02,Yim Tin Tsai,Upper,1.05,31.25,27.73,7.67
8/8/18,7:40:01,Yim Tin Tsai,Upper,1.047,31.3,27.85,7.8
8/8/18,7:50:02,Yim Tin Tsai,Upper,1.049,31.41,27.95,8.08
8/8/18,8:00:01,Yim Tin Tsai,Upper,1.052,31.27,27.7,8.05
8/8/18,8:10:01,Yim Tin Tsai,Upper,1.052,31.34,28.12,7.7
8/8/18,8:20:01,Yim Tin Tsai,Upper,1.056,31.45,28.06,7.83
8/8/18,8:30:01,Yim Tin Tsai,Upper,1.054,31.49,27.95,7.84
8/8/18,8:40:02,Yim Tin Tsai,Upper,1.057,31.39,28.13,7.78
8/8/18,8:50:01,Yim Tin Tsai,Upper,1.052,31.43,28.06,7.82
8/8/18,9:00:01,Yim Tin Tsai,Upper,1.052,31.35,28.08,7.82
8/8/18,9:10:01,Yim Tin Tsai,Upper,1.056,31.35,28,7.8
8/8/18,9:20:01,Yim Tin Tsai,Upper,1.055,31.25,27.89,7.98
8/8/18,9:30:02,Yim Tin Tsai,Upper,1.054,31.44,27.88,8.34
8/8/18,9:40:01,Yim Tin Tsai,Upper,1.055,31.47,28.44,8.03
8/8/18,9:50:02,Yim Tin Tsai,Upper,1.056,31.46,28.06,8.08
8/8/18,10:00:01,Yim Tin Tsai,Upper,1.05,31.49,27.98,8.08
8/8/18,10:10:01,Yim Tin Tsai,Upper,1.055,31.25,28.16,7.85
8/8/18,10:20:01,Yim Tin Tsai,Upper,1.055,31.21,28.3,7.23
8/8/18,10:30:02,Yim Tin Tsai,Upper,1.05,31.29,28.11,7.9
8/8/18,10:40:02,Yim Tin Tsai,Upper,1.048,31.11,28.32,7.74
8/8/18,10:50:01,Yim Tin Tsai,Upper,1.053,31.05,28.42,7.71
8/8/18,11:00:01,Yim Tin Tsai,Upper,1.047,31.08,28.52,7.86
8/8/18,11:10:01,Yim Tin Tsai,Upper,1.051,31.28,28.5,7.99
8/8/18,11:20:01,Yim Tin Tsai,Upper,1.051,31.29,28.34,8.06
8/8/18,11:30:01,Yim Tin Tsai,Upper,1.05,31.27,28.3,8.17
8/8/18,11:40:01,Yim Tin Tsai,Upper,1.054,31.42,28.19,8.26
8/8/18,11:50:01,Yim Tin Tsai,Upper,1.05,31.27,28.27,8.02
8/8/18,12:00:02,Yim Tin Tsai,Upper,1.049,31.31,28.73,7.87
8/8/18,12:10:02,Yim Tin Tsai,Upper,1.042,31.23,29.31,7.68
8/8/18,12:20:02,Yim Tin Tsai,Upper,1.041,31.15,29.42,7.62
8/8/18,12:30:01,Yim Tin Tsai,Upper,1.041,30.86,29.58,7.46
8/8/18,12:40:01,Yim Tin Tsai,Upper,1.045,30.9,29.55,7.64
8/8/18,12:50:01,Yim Tin Tsai,Upper,1.043,30.99,29.49,7.3
8/8/18,13:00:01,Yim Tin Tsai,Upper,1.045,31.22,29.28,7.84
8/8/18,13:10:01,Yim Tin Tsai,Upper,1.044,31.3,29.13,8.14
8/8/18,13:20:01,Yim Tin Tsai,Upper,1.041,31.47,28.94,7.73
8/8/18,13:30:01,Yim Tin Tsai,Upper,1.044,31.65,28.83,8.72
8/8/18,13:40:02,Yim Tin Tsai,Upper,1.042,31.89,28.65,8.76
8/8/18,13:50:01,Yim Tin Tsai,Upper,1.039,31.93,28.65,8.86
8/8/18,14:00:01,Yim Tin Tsai,Upper,1.036,31.84,28.78,9.02
8/8/18,14:10:01,Yim Tin Tsai,Upper,1.038,31.75,28.89,9.16
8/8/18,14:20:01,Yim Tin Tsai,Upper,1.037,31.81,28.82,9.05
8/8/18,14:30:02,Yim Tin Tsai,Upper,1.032,31.81,28.81,9.11
8/8/18,14:40:01,Yim Tin Tsai,Upper,1.028,31.86,28.79,9.05
8/8/18,14:50:02,Yim Tin Tsai,Upper,1.03,31.9,28.74,8.97
8/8/18,15:00:01,Yim Tin Tsai,Upper,1.026,31.95,28.74,8.98
8/8/18,15:10:02,Yim Tin Tsai,Upper,1.03,32.01,28.7,8.67
8/8/18,15:20:01,Yim Tin Tsai,Upper,1.023,32.14,28.61,8.6
8/8/18,15:30:02,Yim Tin Tsai,Upper,1.019,32.2,28.53,8.81
