DateTime,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
2018-06-19 5:10:02,3.96,26.95,27.34,3.58
2018-06-19 5:20:01,3.968,26.96,25.65,3.38
2018-06-19 5:30:01,3.972,26.94,25.43,3.49
2018-06-19 5:40:02,3.968,26.94,25.53,3.87
2018-06-19 5:50:01,3.966,26.94,25.7,3.65
2018-06-19 6:00:02,3.976,26.94,25.59,3.91
2018-06-19 6:10:01,3.979,26.93,25.62,3.47
2018-06-19 6:20:01,3.974,26.93,26.63,3.53
2018-06-19 6:30:01,3.976,26.93,25.34,3.76
2018-06-19 6:40:02,3.981,26.93,25.26,3.94
2018-06-19 6:50:02,3.981,26.94,25.99,3.53
2018-06-19 7:00:02,3.981,26.94,26.32,3.88
2018-06-19 7:10:01,3.975,26.94,25.85,3.82
2018-06-19 7:20:01,3.976,26.94,25.98,4.07
2018-06-19 7:30:02,3.98,26.94,26.43,4.04
2018-06-19 7:40:01,3.984,26.94,26.26,4.28
2018-06-19 7:50:01,3.981,26.94,26.12,4.11
2018-06-19 8:00:01,3.98,26.93,26.23,4.23
2018-06-19 8:10:01,3.984,26.94,27.13,4.17
2018-06-19 8:20:01,3.985,26.93,25.61,4.18
2018-06-19 8:30:01,3.983,26.92,25.9,3.62
2018-06-19 8:40:02,3.975,26.93,26.94,3.74
2018-06-19 8:50:01,3.976,26.93,27.01,3.6
2018-06-19 9:00:01,3.975,26.93,26.89,3.65
2018-06-19 9:10:02,3.976,26.93,26.5,3.06
2018-06-19 9:20:01,3.981,26.94,26.1,3.95
2018-06-19 9:30:01,3.988,26.93,25.99,3.78
2018-06-19 9:40:01,3.981,26.94,26.96,3.62
2018-06-19 9:50:01,3.963,26.94,26.92,3.36
2018-06-19 10:00:01,3.938,26.93,23.44,3.12
2018-06-19 10:10:02,3.924,26.95,24.34,3.18
2018-06-19 10:20:02,3.927,26.97,24.92,3.59
2018-06-19 10:30:01,3.93,26.97,25.45,3.1
2018-06-19 10:40:02,3.957,26.95,25.46,2.9
2018-06-19 10:50:01,3.969,27,25.79,3.65
2018-06-19 11:00:02,3.984,26.97,26.15,3.81
2018-06-19 11:10:02,3.989,27.02,26.63,3.93
2018-06-19 11:20:02,3.959,27.04,26.77,4.06
2018-06-19 11:30:02,3.931,26.98,26.82,4.38
2018-06-19 11:40:02,3.923,27.04,27.09,4.45
2018-06-19 11:50:02,3.921,27.11,26.39,5.25
2018-06-19 12:00:01,3.922,27.11,26.54,5.33
2018-06-19 12:10:02,3.903,27.14,26.4,5.75
2018-06-19 12:20:02,3.886,27.13,27.21,5.57
2018-06-19 12:30:01,3.894,27.11,26.07,5.7
2018-06-19 12:40:02,3.899,27.12,26.29,5.68
2018-06-19 12:50:02,3.903,27.18,26.84,6.39
2018-06-19 13:00:01,3.903,27.19,25.7,5.89
2018-06-19 13:10:01,3.894,27.14,26.24,6.03
2018-06-19 13:20:01,3.896,27.08,27.07,5.05
2018-06-19 13:30:01,3.91,27.13,26.01,5.76
2018-06-19 13:40:01,3.909,27.09,27,5.13
2018-06-19 13:50:02,3.895,27.15,27.25,6.1
2018-06-19 14:00:01,3.898,27.07,25.4,5.1
2018-06-19 14:10:02,3.899,27.12,26.64,5.12
2018-06-19 14:20:02,3.907,27.07,26.62,4.74
2018-06-19 14:30:01,3.911,27.12,26.48,4.87
2018-06-19 14:40:02,3.915,27.04,26.56,4.37
2018-06-19 14:50:01,3.924,27.04,26.4,4.13
2018-06-19 15:00:02,3.934,27.06,26.47,4.08
2018-06-19 15:10:02,3.933,27.08,26.6,4.28
2018-06-19 15:20:01,3.932,27.04,26.85,4.11
2018-06-19 15:30:02,3.928,27.01,26.76,3.83
2018-06-19 15:40:01,3.93,26.98,25.96,4.17
2018-06-19 15:50:02,3.925,26.97,26.13,4.14
2018-06-19 16:00:02,3.926,26.98,25.72,4.02
2018-06-19 16:10:01,3.931,26.97,26.01,4.29
2018-06-19 16:20:01,3.932,26.96,26.87,4.28
2018-06-19 16:30:02,3.934,26.97,26.78,3.96
2018-06-19 16:40:02,3.932,26.96,26.73,4.24
2018-06-19 16:50:01,3.93,26.93,27.44,4.09
2018-06-19 17:00:01,3.933,26.92,27.4,4.39
2018-06-19 17:10:02,3.935,26.96,27.24,4.13
2018-06-19 17:20:01,3.944,26.91,27.37,4.16
2018-06-19 17:30:01,3.948,26.93,27.22,3.94
2018-06-19 17:40:02,3.946,26.92,27.03,4.16
2018-06-19 17:50:01,3.956,26.9,26.64,4.03
2018-06-19 18:00:02,3.957,26.91,26.48,4.12
2018-06-19 18:10:01,3.954,26.94,26.54,3.99
2018-06-19 18:20:02,3.951,26.88,26.51,3.6
2018-06-19 18:30:02,3.956,26.88,26.68,3.35
2018-06-19 18:40:02,3.959,26.88,26.57,3.24
2018-06-19 18:50:01,3.956,26.87,26.88,3.19
2018-06-19 19:00:02,3.96,26.88,26.86,3.04
2018-06-19 19:10:02,3.964,26.88,26.65,3.24
2018-06-19 19:20:01,3.963,26.88,25.73,3.17
2018-06-19 19:30:02,3.965,26.86,25.92,3.17
2018-06-19 19:40:01,3.962,26.87,26.89,3.18
2018-06-19 19:50:02,3.968,26.87,27.14,3.19
2018-06-19 20:00:01,3.971,26.87,26.36,3.12
2018-06-19 20:10:01,3.973,26.86,26.93,3.14
2018-06-19 20:20:02,3.978,26.86,27.22,2.9
2018-06-19 20:30:01,3.978,26.86,27.59,2.95
2018-06-19 20:40:02,3.979,26.83,27.56,2.7
2018-06-19 20:50:01,3.973,26.84,27.77,2.85
2018-06-19 21:00:02,3.975,26.84,27.84,2.62
2018-06-19 21:10:02,3.973,26.86,28,2.86
2018-06-19 21:20:01,3.974,26.91,27.78,2.99
2018-06-19 21:30:01,3.976,26.94,25.86,3.77
2018-06-19 21:40:01,3.97,26.89,27.01,2.5
2018-06-19 21:50:02,3.971,26.87,26.92,2.58
2018-06-19 22:00:02,3.976,26.85,25.97,2.36
2018-06-19 22:10:01,3.977,26.85,25.62,2.43
2018-06-19 22:20:02,3.974,26.87,27.04,2.29
2018-06-19 22:30:01,3.976,26.89,25.68,2.59
2018-06-19 22:40:01,3.98,26.86,25.42,1.96
2018-06-19 22:50:01,3.978,26.86,25.57,2.14
2018-06-19 23:00:01,3.971,26.88,27.24,2.12
2018-06-19 23:10:01,3.97,26.86,27.44,2.15
2018-06-19 23:20:02,3.975,26.86,26.65,2.05
2018-06-19 23:30:01,3.979,26.9,26.38,2.82
2018-06-19 23:40:01,3.972,26.93,26.98,2.88
2018-06-19 23:50:02,3.977,26.86,25.49,2.38
2018-06-20 0:00:01,3.973,26.86,26.22,2.56
2018-06-20 0:10:01,3.972,26.89,26.7,2.9
2018-06-20 0:20:02,3.971,26.89,27.3,3.22
2018-06-20 0:30:02,3.971,26.9,26.39,3.19
2018-06-20 0:40:02,3.97,26.88,27.35,3.17
2018-06-20 0:50:01,3.971,26.85,27.01,3.09
2018-06-20 1:00:01,3.972,26.86,27.46,3.13
2018-06-20 1:10:02,3.972,26.85,27.16,2.93
2018-06-20 1:20:02,3.968,26.86,28.2,2.98
2018-06-20 1:30:01,3.97,26.85,27,2.78
2018-06-20 1:40:01,3.969,26.84,27.07,2.75
2018-06-20 1:50:01,3.971,26.84,27.18,2.71
2018-06-20 2:00:01,3.97,26.85,27.09,2.86
2018-06-20 2:10:02,3.968,26.87,26.96,2.58
2018-06-20 2:20:01,3.97,26.86,26.64,2.65
2018-06-20 2:30:02,3.967,26.87,27.01,2.71
2018-06-20 2:40:02,3.972,26.85,26.7,2.56
2018-06-20 2:50:01,3.97,26.85,26.79,2.42
2018-06-20 3:00:02,3.971,26.84,26.72,2.29
2018-06-20 3:10:02,3.97,26.85,26.84,2.24
2018-06-20 3:20:01,3.97,26.85,26.27,2.19
2018-06-20 3:30:02,3.968,26.83,26.97,2.17
2018-06-20 3:40:02,3.968,26.81,27.34,2.03
2018-06-20 3:50:01,3.97,26.82,26.97,2.06
2018-06-20 4:00:01,3.967,26.82,28.04,2.39
2018-06-20 4:10:01,3.966,26.81,28.2,2.3
2018-06-20 4:20:01,3.964,26.8,28.38,2.27
2018-06-20 4:30:01,3.965,26.8,28.24,2.45
2018-06-20 4:40:01,3.97,26.8,26.52,2.21
2018-06-20 4:50:01,3.968,26.8,26.65,2.35
2018-06-20 5:00:01,3.969,26.8,26.53,2.29
2018-06-20 5:10:02,3.967,26.79,26.94,2.18
2018-06-20 5:20:02,3.966,26.79,27.47,2.12
2018-06-20 5:30:01,3.966,26.78,27.22,2.64
2018-06-20 5:40:01,3.97,26.81,26.55,2.23
2018-06-20 5:50:01,3.972,26.81,26.81,2.36
2018-06-20 6:00:01,3.976,26.84,26.27,2.45
2018-06-20 6:10:01,3.978,26.9,25.76,3.29
2018-06-20 6:20:02,3.982,26.91,26.02,3.36
2018-06-20 6:30:02,3.982,26.93,26.11,3.73
2018-06-20 6:40:02,3.987,26.91,26.29,3.3
2018-06-20 6:50:02,3.986,26.91,26.58,2.98
2018-06-20 7:00:01,3.982,26.89,26.32,2.76
2018-06-20 7:10:02,3.982,26.91,26.7,2.9
2018-06-20 7:20:02,3.982,26.91,26.62,3.04
2018-06-20 7:30:01,3.983,26.95,26.7,3.59
2018-06-20 7:40:01,3.984,26.96,26.54,4.3
2018-06-20 7:50:02,3.982,26.98,27.34,4.29
2018-06-20 8:00:01,3.986,26.96,27.1,4.28
2018-06-20 8:10:01,3.988,26.92,26.77,3.55
2018-06-20 8:20:01,3.994,26.99,26.09,4.84
2018-06-20 8:30:01,3.994,26.96,27.45,4.37
2018-06-20 8:40:02,3.997,26.96,26.97,4.41
2018-06-20 8:50:02,3.999,26.92,27.58,3.79
2018-06-20 9:00:01,3.999,26.96,27.3,4.31
2018-06-20 9:10:02,4.012,26.98,26.48,4.57
2018-06-20 9:20:02,4.011,26.99,26.44,4.74
2018-06-20 9:30:02,4.013,26.95,26.59,4.27
2018-06-20 9:40:01,4.001,26.96,26.61,4.52
2018-06-20 9:50:01,4.015,26.98,26.67,4.51
2018-06-20 10:00:01,4,26.98,26.57,4.76
2018-06-20 10:10:01,4.008,27.03,26.58,4.98
2018-06-20 10:20:02,4.007,27.01,26.59,4.79
2018-06-20 10:30:02,3.999,27.04,28.32,4.6
2018-06-20 10:40:01,4.001,27.07,27.91,4.78
2018-06-20 10:50:02,4.002,27.04,26.71,4.55
2018-06-20 11:00:01,4.003,27.03,25.62,4.47
2018-06-20 11:10:02,4.01,27.06,25.41,4.4
2018-06-20 11:20:02,4.004,27.09,23.65,4.29
2018-06-20 11:30:01,3.998,27.07,24.98,4.42
2018-06-20 11:40:01,3.99,27.07,24.54,4.79
2018-06-20 11:50:01,3.989,27.09,23.46,5
2018-06-20 12:00:01,3.995,27.14,24.89,5.26
2018-06-20 12:10:01,3.99,27.13,24.51,5.29
2018-06-20 12:20:02,3.993,27.15,24.78,5.48
2018-06-20 12:30:01,3.992,27.17,24.47,5.55
2018-06-20 12:40:01,3.991,27.16,25.63,5.58
2018-06-20 12:50:02,3.993,27.21,24.49,5.84
2018-06-20 13:00:02,3.992,27.18,24.99,5.53
2018-06-20 13:10:01,3.988,27.18,25.72,5.83
2018-06-20 13:20:01,3.99,27.16,24.74,5.65
2018-06-20 13:30:02,3.984,27.16,25.59,5.8
2018-06-20 13:40:02,3.974,27.16,25.84,5.47
2018-06-20 13:50:02,3.97,27.2,28.05,6.05
2018-06-20 14:00:01,3.967,27.2,28.27,5.69
2018-06-20 14:10:01,3.961,27.2,29.09,5.98
2018-06-20 14:20:02,3.957,27.22,29.6,5.54
2018-06-20 14:30:01,3.958,27.18,29.23,5.68
2018-06-20 14:40:02,3.957,27.24,29.63,5.59
2018-06-20 14:50:01,3.96,27.23,29.74,6.05
2018-06-20 15:00:01,3.961,27.25,29.77,5.69
2018-06-20 15:10:01,3.961,27.25,29.7,5.8
2018-06-20 15:20:01,3.963,27.33,29.44,5.84
2018-06-20 15:30:02,3.959,27.29,29.4,5.4
2018-06-20 15:40:02,3.96,27.25,29.36,5.51
2018-06-20 15:50:02,3.959,27.23,29.48,5.1
2018-06-20 16:00:01,3.959,27.26,29.48,5.7
2018-06-20 16:10:02,3.958,27.27,29.37,5.67
2018-06-20 16:20:02,3.958,27.27,29.16,5.98
2018-06-20 16:30:02,3.956,27.23,29.57,6.01
2018-06-20 16:40:01,3.958,27.21,29.51,6.07
2018-06-20 16:50:01,3.957,27.27,29.11,5.97
2018-06-20 17:00:01,3.96,27.21,29.25,6.09
2018-06-20 17:10:02,3.96,27.21,29.32,5.97
2018-06-20 17:20:01,3.962,27.2,29.31,5.99
2018-06-20 17:30:01,3.962,27.17,29.38,5.69
2018-06-20 17:40:01,3.965,27.17,29.45,5.77
2018-06-20 17:50:01,3.964,27.19,29.46,5.74
2018-06-20 18:00:01,3.969,27.17,29.41,5.69
2018-06-20 18:10:02,3.97,27.17,29.44,5.51
2018-06-20 18:20:01,3.969,27.18,29.33,5.82
2018-06-20 18:30:02,3.969,27.12,29.39,5.16
2018-06-20 18:40:02,3.967,27.09,29.55,5.12
2018-06-20 18:50:01,3.966,27.05,29.68,4.48
2018-06-20 19:00:02,3.969,27.13,29.52,5.34
2018-06-20 19:10:02,3.965,27.1,29.6,5.15
2018-06-20 19:20:02,3.966,27.11,29.47,5.38
2018-06-20 19:30:01,3.97,27.13,29.54,5.19
2018-06-20 19:40:02,3.973,27.07,29.72,4.93
2018-06-20 19:50:01,3.975,27.06,28.17,4.81
2018-06-20 20:00:02,3.975,27.12,28.11,5.49
2018-06-20 20:10:01,3.978,27.1,28.21,4.89
2018-06-20 20:20:01,3.976,27.12,27.99,5.47
2018-06-20 20:30:01,3.98,27.14,28.16,5.29
2018-06-20 20:30:01,3.98,27.14,28.16,5.29
2018-06-20 20:40:01,3.982,27.09,28.12,5.13
2018-06-20 20:50:01,3.979,27.12,28.32,4.91
2018-06-20 21:00:02,3.978,27.1,28.19,4.88
2018-06-20 21:10:01,3.981,27.12,28.16,4.98
2018-06-28 9:40:02,3.928,27.13,29.27,4.64
2018-06-28 9:50:02,3.933,27.12,28.89,4.28
2018-06-28 10:00:01,3.93,27.11,28.89,4.28
2018-06-28 10:10:02,3.934,27.03,29.04,4.27
2018-06-28 10:20:02,3.935,27.07,28.74,4.38
2018-06-28 10:30:02,3.936,27.05,29.28,4.21
2018-06-28 10:40:02,3.936,27.19,29.07,4.66
2018-06-28 10:50:02,3.935,27.08,29.24,4.33
2018-06-28 11:00:01,3.922,27.03,29.18,4.33
2018-06-28 11:10:01,3.924,27.07,29.19,4.43
2018-06-28 11:20:01,3.929,27.07,29.24,5.03
2018-06-28 11:30:01,3.925,26.99,29.27,4.28
2018-06-28 11:40:02,3.931,27.06,29.07,4.95
2018-06-28 11:50:01,3.934,27.04,29.18,4.4
2018-06-28 12:00:01,3.933,27.09,29.11,5.05
2018-06-28 12:10:01,3.926,27.04,28.81,4.47
2018-06-28 12:20:01,3.923,27.08,28.17,5.34
2018-06-28 12:30:02,3.919,26.98,28.29,4.71
2018-06-28 12:40:01,3.924,27.05,29,4.96
2018-06-28 12:50:01,3.917,27.12,28.66,5.03
2018-06-28 13:00:01,3.916,27.04,28.93,4.95
2018-06-28 13:10:02,3.931,27.02,27.72,4.61
2018-06-28 13:20:02,3.933,27.05,28.98,5.21
2018-06-28 13:30:02,3.939,27.05,28.94,4.98
2018-06-28 13:40:02,3.94,27.11,28.88,5.4
2018-06-28 13:50:01,3.936,27.04,28.88,5.06
2018-06-28 14:00:02,3.933,26.97,28.93,4.99
2018-06-28 14:10:01,3.938,26.96,28.67,4.26
2018-06-28 14:20:01,3.933,27.01,28.78,4.91
2018-06-28 14:30:02,3.928,26.98,28.88,4.3
2018-06-28 14:40:01,3.924,27.05,28.63,4.58
2018-06-28 14:50:01,3.924,26.98,28.76,4.16
2018-06-28 15:00:01,3.917,26.97,28.89,4.42
2018-06-28 15:10:01,3.914,26.97,28.94,4.38
2018-06-28 15:20:01,3.915,26.97,28.79,4.05
2018-06-28 15:30:01,3.91,26.96,29.06,4.24
2018-06-28 15:40:01,3.908,26.95,30.37,4.1
2018-06-28 15:50:02,3.918,26.97,29.49,4.46
2018-06-28 16:00:02,3.905,26.97,29.49,4.51
2018-06-28 16:10:02,3.903,26.98,29.43,4.71
2018-06-28 16:20:01,3.899,27,29.45,4.52
2018-06-28 16:30:02,3.91,27.03,28.49,4.76
2018-06-28 16:40:02,3.904,27.01,28.49,4.77
2018-06-28 16:50:01,3.904,27.01,28.33,4.95
2018-06-28 17:00:02,3.903,26.99,28.27,4.65
2018-06-28 17:10:01,3.896,27.01,28.27,5.19
2018-06-28 17:20:01,3.907,27.02,28.05,4.94
2018-06-28 17:30:01,3.908,26.99,27.99,5
2018-06-28 17:40:02,3.905,26.99,28.16,4.91
2018-06-28 17:50:01,3.896,27.09,27.9,5.53
2018-06-28 18:00:01,3.897,27.1,27.93,5.47
2018-06-28 18:10:01,3.902,26.99,27.47,4.85
2018-06-28 18:20:01,3.905,27.02,27.52,4.62
2018-06-28 18:30:02,3.902,27.06,27.42,4.88
2018-06-28 18:40:01,3.904,27.04,27.37,4.57
2018-06-28 18:50:01,3.905,27.2,27.73,5.59
2018-06-28 19:00:02,3.897,27.26,28.2,5.31
2018-06-28 19:10:01,3.9,27.28,28.12,5.5
2018-06-28 19:20:02,3.903,27.4,28.02,5.3
2018-06-28 19:30:01,3.905,27.48,28,5.71
2018-06-28 19:40:01,3.908,27.77,27.87,6.47
2018-06-28 19:50:01,3.912,27.57,27.2,6.24
2018-06-28 20:00:02,3.912,27.55,27.44,6.41
2018-06-28 20:10:02,3.908,27.57,27.06,6.76
2018-06-28 20:20:01,3.909,27.69,28.13,7.19
2018-06-28 20:30:01,3.911,27.43,28.78,6.69
2018-06-28 20:40:01,3.91,27.58,28.26,6.98
2018-06-28 20:50:01,3.909,27.95,29.16,7.86
2018-06-28 21:00:02,3.914,27.78,29.34,7.53
2018-06-28 21:10:01,3.907,27.7,29.69,6.88
2018-06-28 21:20:01,3.906,27.6,30.1,6.7
2018-06-28 21:30:02,3.909,27.35,29.37,6.07
2018-06-28 21:40:02,3.912,27.26,29.38,5.9
2018-06-28 21:50:02,3.912,27.12,28.94,4.96
2018-06-28 22:00:02,3.917,27.25,28.98,5.74
2018-06-28 22:10:02,3.916,27.23,29.54,5.53
2018-06-28 22:20:01,3.914,27.29,28.93,5.7
2018-06-28 22:30:01,3.916,27.22,29.03,5.35
2018-06-28 22:40:01,3.92,27.26,28.34,5.78
2018-06-28 22:50:02,3.916,27.24,28.89,5.43
2018-06-28 23:00:02,3.918,27.29,28.8,5.67
2018-06-28 23:10:02,3.919,27.25,28.89,5.38
2018-06-28 23:20:01,3.919,27.24,28.6,5.44
2018-06-28 23:30:01,3.91,27.18,28.88,5.03
2018-06-28 23:40:02,3.912,27.12,28.98,4.85
2018-06-28 23:50:02,3.914,27.09,28.96,4.61
2018-06-29 0:00:02,3.917,27.07,28.99,4.85
2018-06-29 0:10:01,3.92,27.03,28.88,4.88
2018-06-29 0:20:02,3.92,27.01,29.05,4.76
2018-06-29 0:40:01,3.906,27.01,31.27,4.68
2018-06-29 0:50:01,3.905,26.99,31.55,4.53
2018-06-29 1:00:01,3.907,26.99,31.62,4.59
2018-06-29 1:10:02,3.911,26.98,30.75,4.36
2018-06-29 1:20:01,3.916,26.98,29.59,4.49
2018-06-29 1:30:02,3.918,26.97,28.81,4.13
2018-06-29 1:40:02,3.909,26.97,29.16,4.51
2018-06-29 1:50:02,3.907,26.97,29.11,4.02
2018-06-29 2:00:01,3.907,26.98,29.1,4.41
2018-06-29 2:10:01,3.908,26.97,29.1,4.05
2018-06-29 2:20:01,3.909,26.97,28.93,4.14
2018-06-29 2:30:02,3.91,26.96,28.94,3.99
2018-06-29 2:40:01,3.912,26.96,28.97,3.73
2018-06-29 2:50:02,3.906,26.97,28.96,3.96
2018-06-29 3:10:01,3.904,26.97,29.18,3.07
2018-06-29 3:20:02,3.908,27.04,29.01,3.57
2018-06-29 3:30:01,3.91,27.08,28.87,4.12
2018-06-29 3:40:01,3.914,27.1,28.48,4.18
2018-06-29 3:50:01,3.911,27.12,28.02,4.02
2018-06-29 4:00:01,3.895,27.2,29.49,4.81
2018-06-29 4:10:01,3.898,27.25,30.03,5.08
2018-06-29 4:20:02,3.903,27.2,28.55,5.3
2018-06-29 4:30:01,3.905,27.22,28.48,5.55
2018-06-29 4:40:02,3.907,27.08,28.56,4.26
2018-06-29 4:50:01,3.91,27.1,28.66,4.15
2018-06-29 5:10:02,3.901,27.21,28.34,5.58
2018-06-29 5:20:01,3.909,27.21,28.35,6.04
2018-06-29 5:30:02,3.906,27.16,29.24,5.79
2018-06-29 5:40:02,3.907,27.14,29.79,5.46
2018-06-29 5:50:01,3.909,27.15,28.56,5.61
2018-06-29 6:00:02,3.903,27.18,30.54,5.54
2018-06-29 6:10:01,3.904,27.24,29.01,5.84
2018-06-29 6:20:01,3.901,27.27,28.91,5.72
2018-06-29 6:30:01,3.905,27.24,28.27,5.87
2018-06-29 6:50:01,3.908,27.18,28.3,5.54
2018-06-29 7:00:01,3.912,27.16,28.33,5.31
2018-06-29 7:10:02,3.915,27.14,28.52,5.4
2018-06-29 7:20:02,3.911,27.14,28.26,5.41
2018-06-29 7:30:01,3.917,27.09,28.08,5.17
2018-06-29 7:40:02,3.911,27.12,27.98,5.23
2018-06-29 7:50:02,3.915,27.13,28.02,5.72
2018-06-29 8:00:02,3.922,27.09,28.38,5.15
2018-06-29 8:10:01,3.928,27.17,28.22,5.9
2018-06-29 8:20:02,3.929,27.02,28.55,4.58
2018-06-29 8:30:02,3.916,27.12,28.43,5.43
2018-06-29 8:40:02,3.914,27.14,28.31,5.13
2018-06-29 8:50:01,3.913,27.04,28.51,4.49
2018-06-29 9:00:01,3.911,27.01,28.24,4.56
2018-06-29 9:10:01,3.912,27,28.33,4.12
2018-06-29 9:20:01,3.914,27.05,28.24,4.67
2018-06-29 9:30:01,3.907,27.06,28.26,4.75
2018-06-29 9:40:01,3.905,27.03,28.19,4.77
2018-06-29 9:50:01,3.905,27.05,28.14,5.05
2018-06-29 10:00:01,3.906,26.99,28.16,4.87
2018-06-29 10:10:02,3.907,26.98,28.17,4.32
2018-06-29 10:20:02,3.911,26.94,28.2,4.22
2018-06-29 10:30:01,3.9,26.95,28.26,4.29
2018-06-29 10:40:02,3.901,26.93,28.14,4.44
2018-06-29 10:50:01,3.9,26.96,28.18,4.6
2018-06-29 11:00:02,3.903,26.88,28.48,3.98
2018-06-29 11:10:02,3.906,26.89,28.36,4.13
2018-06-29 11:20:02,3.903,26.88,28.35,4.31
2018-06-29 11:30:01,3.903,26.87,28.5,4.19
2018-06-29 11:40:01,3.892,26.87,28.32,4.39
2018-06-29 11:50:01,3.905,26.86,28.58,4.07
2018-06-29 12:00:02,3.904,26.86,28.67,4.4
2018-06-29 12:10:01,3.911,26.86,28.6,4.03
2018-06-29 12:20:01,3.915,26.83,28.81,4.41
2018-06-29 12:30:01,3.918,26.79,28.88,4.2
2018-06-29 12:40:02,3.908,26.82,28.78,4.41
2018-06-29 12:50:02,3.902,26.85,28.73,4.34
2018-06-29 13:00:01,3.909,26.84,28.75,4.28
2018-06-29 13:10:01,3.905,26.85,28.91,4.32
2018-06-29 13:20:02,3.906,26.85,28.61,4.27
2018-06-29 13:30:01,3.909,26.8,29.12,3.97
2018-06-29 13:40:01,3.903,26.94,28.53,4.15
2018-06-29 13:50:02,3.896,26.77,28.66,3.73
2018-06-29 14:00:01,3.902,26.73,28.41,3.33
2018-06-29 14:10:01,3.901,26.69,28.52,3.33
2018-06-29 14:20:01,3.901,26.7,29.13,3.18
2018-06-29 14:30:01,3.904,26.75,28.5,3.63
2018-06-29 14:40:02,3.894,26.74,28.58,3.46
2018-06-29 14:50:02,3.889,26.8,28.32,4.17
2018-06-29 15:00:01,3.894,26.74,28.42,3.64
2018-06-29 15:10:01,3.9,26.79,28.66,4.44
2018-06-29 15:20:01,3.895,26.81,28.72,4.41
2018-06-29 15:30:01,3.899,26.74,28.73,4.28
2018-06-29 15:40:02,3.891,26.79,28.62,4.37
2018-06-29 15:50:01,3.881,26.74,28.75,4.36
2018-06-29 16:00:02,3.882,26.76,28.97,4.47
2018-06-29 16:10:02,3.889,26.78,28.77,4.64
2018-06-29 16:20:01,3.896,26.75,28.71,4.29
2018-06-29 16:30:01,3.896,26.97,28.38,5
2018-06-29 16:40:01,3.895,26.86,28.41,4.63
2018-06-29 16:50:01,3.887,26.95,28.36,4.9
2018-06-29 17:00:02,3.889,27.03,28.28,4.7
2018-06-29 17:10:01,3.888,27.25,27.82,5.16
2018-06-29 17:20:01,3.894,27.38,27.73,5.1
2018-06-29 17:30:02,3.897,27.23,27.63,4.84
2018-06-29 17:40:02,3.896,27.52,27.5,6.05
2018-06-29 17:50:02,3.887,27.65,27.61,7.08
2018-06-29 18:00:01,3.891,27.84,27.4,6.94
2018-06-29 18:10:01,3.891,27.82,27.4,7.18
2018-06-29 18:20:01,3.897,28.05,27.33,6.91
2018-06-29 18:30:02,3.897,28.06,27.31,6.69
2018-06-29 18:40:01,3.9,28.19,27.24,6.75
2018-06-29 18:50:01,3.891,28.34,27.15,7.02
2018-06-29 19:00:01,3.897,28.21,27.19,7.36
2018-06-29 19:10:02,3.899,28.21,27.28,7.49
2018-06-29 19:20:02,3.9,28.34,27.32,7.87
2018-06-29 19:30:01,3.906,28.37,27.27,8.23
2018-06-29 19:40:02,3.912,28.27,27.26,7.88
2018-06-29 19:50:01,3.904,28.15,27.5,7.74
2018-06-29 20:00:01,3.903,28.18,27.85,7.95
2018-06-29 20:10:01,3.904,28.19,27.82,7.99
2018-06-29 20:20:01,3.905,28.22,27.78,7.64
2018-06-29 20:30:01,3.902,28.2,27.64,7.43
2018-06-29 20:40:02,3.91,28.21,28.14,7.86
2018-06-29 20:50:01,3.9,28.2,28.23,7.38
2018-06-29 21:00:01,3.905,28.19,27.92,7.41
2018-06-29 21:10:01,3.908,28.11,28.54,6.68
2018-06-29 21:20:01,3.921,27.8,27.89,6.1
2018-06-29 21:30:01,3.919,27.87,28.05,5.93
2018-06-29 21:40:02,3.914,27.69,27.81,5.69
2018-06-29 21:50:01,3.909,27.49,28.34,5
2018-06-29 22:00:02,3.913,27.32,27.83,5.05
2018-06-29 22:10:02,3.913,27.5,28.28,4.87
2018-06-29 22:20:02,3.914,27.24,28.69,4.87
2018-06-29 22:30:01,3.919,27.27,28.63,4.85
2018-06-29 22:40:02,3.92,27.22,28.56,4.68
2018-06-29 22:50:02,3.905,27.02,28.74,4.93
2018-06-29 23:00:01,3.917,26.9,28.77,4.25
2018-06-29 23:10:02,3.917,26.92,28.72,4.85
2018-06-29 23:20:02,3.92,26.9,28.51,4.6
2018-06-29 23:30:02,3.922,26.97,28.37,4.84
2018-06-29 23:40:01,3.923,26.88,28.29,4.43
2018-06-29 23:50:01,3.915,26.9,27.94,4.63
2018-06-30 0:00:02,3.909,26.79,28.99,3.97
2018-06-30 0:10:01,3.914,26.86,28.88,4.41
2018-06-30 0:20:02,3.917,26.82,28.85,4.26
2018-06-30 0:30:01,3.918,26.79,28.74,4.12
2018-06-30 0:40:01,3.919,26.77,28.37,3.9
2018-06-30 0:50:01,3.91,26.77,28.95,3.89
2018-06-30 1:00:01,3.912,26.83,28.94,4.05
2018-06-30 1:10:01,3.915,26.8,28.91,4.05
2018-06-30 1:20:01,3.916,26.86,28.9,4.03
2018-06-30 1:30:01,3.918,26.85,28.83,4.29
2018-06-30 1:40:01,3.918,26.88,28.81,4.18
2018-06-30 1:50:02,3.911,26.93,28.66,4.84
2018-06-30 2:00:01,3.913,26.91,28.78,4.38
2018-06-30 2:10:02,3.913,26.96,28.74,4.66
