DateTime,Depth,Temperature,Salinity,DissolvedOxygen
2018/06/05 0:30:01,1.018,29.24,33.86,6.15
2018/06/05 0:40:01,1.012,29.25,33.86,6.44
2018/06/05 0:50:02,1.015,29.25,33.85,6.44
2018/06/05 1:00:01,1.016,29.23,33.85,6.53
2018/06/05 1:10:02,1.011,29.23,33.85,6.49
2018/06/05 1:20:02,1.01,29.2,33.82,6.57
2018/06/05 1:30:01,1.01,29.21,33.83,6.43
2018/06/05 1:40:01,1.007,29.21,33.84,6.43
2018/06/05 1:50:02,1.007,29.2,33.84,6.43
2018/06/05 2:00:01,1.007,29.2,33.86,5.98
2018/06/05 2:10:02,1.006,29.17,33.83,5.56
2018/06/05 2:20:01,1.004,29.17,33.83,5.74
2018/06/05 2:30:01,1.003,29.17,33.83,5.98
2018/06/05 2:40:01,1.003,29.16,33.83,5.56
2018/06/05 2:50:02,1.005,29.16,33.84,5.71
2018/06/05 3:00:01,1.005,29.17,33.84,5.57
2018/06/05 3:10:01,1.005,29.17,33.84,5.32
2018/06/05 3:20:01,1.006,29.17,33.84,5.21
2018/06/05 3:30:01,1.009,29.17,33.84,5.44
2018/06/05 3:40:02,1.007,29.17,33.85,5.76
2018/06/05 3:50:02,1.007,29.16,33.9,6.45
2018/06/05 4:00:01,1.005,29.17,33.9,6.44
2018/06/05 4:10:02,1.004,29.16,33.9,6.47
2018/06/05 4:20:02,1.003,29.15,33.9,6.52
2018/06/05 4:30:02,1.003,29.13,33.91,6.37
2018/06/05 4:40:01,1.004,29.11,33.91,6.32
2018/06/05 4:50:02,1.006,29.13,33.92,6.48
2018/06/05 5:00:01,1.007,29.12,33.92,6.46
2018/06/05 5:10:02,1.007,29.1,33.91,6.4
2018/06/05 5:20:01,1.006,29.1,33.91,6.38
2018/06/05 5:30:01,1.005,29.1,33.91,6.39
2018/06/05 5:40:01,1.006,29.09,33.9,6.42
2018/06/05 5:50:02,1.007,29.09,33.9,6.33
2018/06/05 6:00:01,1.006,29.08,33.9,6.25
2018/06/05 6:10:02,1.006,29.07,33.9,6.23
2018/06/05 6:20:02,1.005,29.07,33.89,6.34
2018/06/05 6:30:01,1.006,29.04,33.87,6.34
2018/06/05 6:40:01,1.006,29,33.84,6.32
2018/06/05 6:50:01,1.008,29,33.85,6.31
2018/06/05 7:00:01,1.01,29,33.85,6.29
2018/06/05 7:10:02,1.01,28.99,33.83,6.14
2018/06/05 7:20:01,1.013,29,33.81,5.91
2018/06/05 7:30:02,1.012,29,33.81,5.91
2018/06/05 7:40:02,1.004,29,33.82,5.79
2018/06/05 7:50:01,1.008,28.98,33.8,5.64
2018/06/05 8:00:01,1.008,28.96,33.79,5.73
2018/06/05 8:10:01,1.011,28.97,33.78,5.58
2018/06/05 8:20:02,1.012,28.97,33.77,5.57
2018/06/05 8:30:02,1.012,28.97,33.78,5.63
2018/06/05 8:40:01,1.011,28.98,33.79,5.72
2018/06/05 8:50:02,1.012,28.98,33.8,5.66
2018/06/05 9:00:01,1.016,29.01,33.8,5.67
2018/06/05 9:10:02,1.018,28.99,33.8,5.14
2018/06/05 9:20:01,1.023,29.02,33.83,6.11
2018/06/05 9:30:01,1.016,29.03,33.86,6.2
2018/06/05 9:40:01,0.994,29.03,33.86,6.1
2018/06/05 9:50:02,0.982,29.05,33.86,6.12
2018/06/05 10:00:01,0.975,29.06,33.87,6.1
2018/06/05 10:10:02,0.974,29.06,33.88,5.88
2018/06/05 10:20:02,0.978,29.07,33.87,5.81
2018/06/05 10:30:01,0.987,29.07,33.87,6.01
2018/06/05 10:40:01,0.989,29.07,33.88,5.77
2018/06/05 10:50:01,0.995,29.08,33.9,5.98
2018/06/05 11:00:01,0.998,29.08,33.9,5.82
2018/06/05 11:10:02,1.003,29.09,33.9,5.81
2018/06/05 11:20:02,1.008,29.1,33.91,5.81
2018/06/05 11:30:02,1.006,29.11,33.93,5.93
2018/06/05 11:40:02,1.014,29.11,33.95,5.9
2018/06/05 11:50:02,1.012,29.12,33.94,5.94
2018/06/05 12:00:01,1.01,29.13,33.94,6.03
2018/06/05 12:10:02,1.015,29.13,33.95,5.96
2018/06/05 12:20:02,1.007,29.13,33.93,5.72
2018/06/05 12:30:01,1.008,29.16,33.93,5.77
2018/06/05 12:40:02,1.005,29.15,33.92,5.75
2018/06/05 12:50:01,1.003,29.15,33.93,5.5
2018/06/05 13:00:01,0.993,29.15,33.92,5.53
2018/06/05 13:10:01,0.991,29.15,33.92,5.64
2018/06/05 13:20:01,1.005,29.14,33.91,5.55
2018/06/05 13:30:02,1.014,29.13,33.93,5.73
2018/06/05 13:40:01,1.013,29.13,33.85,5.86
2018/06/05 13:50:01,1.008,29.11,33.8,5.86
2018/06/05 14:00:02,1.012,29.1,33.8,5.97
2018/06/05 14:10:01,1.012,29.08,33.75,5.89
2018/06/05 14:20:02,1.008,29.11,33.85,5.69
2018/06/05 14:30:01,0.996,29.11,33.92,5.68
2018/06/05 14:40:02,0.987,29.09,33.84,5.89
2018/06/05 14:50:01,0.986,29.09,33.86,5.66
2018/06/05 15:00:02,0.997,29.1,33.87,5.99
2018/06/05 15:10:01,1.001,29.09,33.86,5.74
2018/06/05 15:20:02,1.002,29.09,33.86,5.94
2018/06/05 15:30:02,0.999,29.09,33.84,5.91
2018/06/05 15:40:02,0.998,29.08,33.85,5.88
2018/06/05 15:50:01,0.997,29.1,33.87,6.25
2018/06/05 16:00:01,0.996,29.06,33.79,5.81
2018/06/05 16:10:02,0.997,29.07,33.84,5.94
2018/06/05 16:20:02,1.001,29.02,33.78,5.59
2018/06/05 16:30:01,0.998,29.02,33.79,5.99
2018/06/05 16:40:02,0.995,29.02,33.76,5.76
2018/06/05 16:50:01,0.992,28.92,33.68,5.36
2018/06/05 17:00:01,0.99,28.95,33.68,6.21
2018/06/05 17:10:02,0.99,28.91,33.68,6.17
2018/06/05 17:20:01,0.991,28.94,33.69,6.23
2018/06/05 17:30:02,0.988,28.94,33.71,6.33
2018/06/05 17:40:02,0.991,28.93,33.71,6.24
2018/06/05 17:50:01,0.993,28.96,33.72,6.33
2018/06/05 18:00:01,0.994,28.98,33.72,6.37
2018/06/05 18:10:02,0.995,29,33.76,6.32
2018/06/05 18:20:02,0.992,29,33.77,6.52
2018/06/05 18:30:02,0.998,28.99,33.78,6.38
2018/06/05 18:40:02,0.999,28.98,33.76,6.41
2018/06/05 18:50:02,1,28.94,33.75,6.3
2018/06/05 19:00:01,1,28.93,33.76,6.4
2018/06/05 19:10:02,1.001,28.93,33.77,6.35
2018/06/05 19:20:01,1.002,28.95,33.79,6.37
2018/06/05 19:30:01,1.005,28.98,33.79,6.35
2018/06/05 19:40:01,1.005,28.96,33.79,6.23
2018/06/05 19:50:01,1.007,28.96,33.78,5.93
2018/06/05 20:00:01,1.007,28.96,33.77,6.06
2018/06/05 20:00:01,1.007,28.96,33.77,6.06
2018/06/05 20:10:01,1.007,28.95,33.77,5.78
2018/06/05 20:20:01,1.008,28.94,33.74,5.61
2018/06/05 20:30:02,1.013,28.94,33.73,5.56
2018/06/05 20:40:01,1.012,28.91,33.72,5.46
2018/06/05 20:50:01,1.013,28.9,33.7,5.1
2018/06/05 21:00:01,1.015,28.91,33.72,5.55
2018/06/05 21:10:01,1.018,28.93,33.74,5.4
2018/06/05 21:20:01,1.017,28.94,33.75,5.46
2018/06/05 21:30:02,1.016,28.96,33.77,6.01
2018/06/05 21:40:02,1.016,28.94,33.76,5.68
2018/06/05 21:50:01,1.015,28.93,33.74,5.57
2018/06/05 22:00:02,1.016,28.92,33.74,5.68
2018/06/05 22:10:02,1.014,28.95,33.72,5.88
2018/06/05 22:20:01,1.014,28.95,33.72,5.83
2018/06/05 22:30:01,1.014,28.94,33.71,5.51
2018/06/05 22:40:01,1.014,28.96,33.73,5.35
2018/06/05 22:50:02,1.014,28.96,33.74,5.5
2018/06/05 23:00:02,1.013,28.96,33.76,5.46
2018/06/05 23:10:02,1.012,28.94,33.73,5.51
2018/06/05 23:20:01,1.01,28.95,33.72,5.8
2018/06/05 23:30:01,1.008,28.96,33.71,5.98
2018/06/05 23:40:02,1.006,28.93,33.7,5.6
2018/06/05 23:50:01,1.009,28.88,33.64,5.76
2018/06/06 0:00:01,1.009,28.87,33.64,5.86
2018/06/06 0:10:01,1.007,28.89,33.65,5.85
2018/06/06 0:20:02,1.006,28.93,33.69,6
2018/06/06 0:30:01,1.005,28.9,33.69,5.68
2018/06/06 0:40:01,1.004,28.9,33.69,5.98
2018/06/06 0:50:02,1.004,28.94,33.7,6.09
2018/06/06 1:00:01,1.004,28.94,33.7,6.01
2018/06/06 1:10:01,1,28.91,33.68,6
2018/06/06 1:20:02,0.999,28.9,33.66,5.58
2018/06/06 1:30:02,0.999,28.89,33.65,5.79
2018/06/06 1:40:01,1,28.86,33.62,5.94
2018/06/06 1:50:01,0.997,28.86,33.63,5.97
2018/06/06 2:00:02,0.996,28.79,33.57,6.03
2018/06/06 2:10:02,0.994,28.82,33.54,6.13
2018/06/06 2:20:01,0.991,28.79,33.55,5.88
2018/06/06 2:30:02,0.991,28.81,33.58,5.87
2018/06/06 2:40:01,0.991,28.81,33.58,6.08
2018/06/06 2:50:01,0.991,28.77,33.58,5.93
2018/06/06 3:00:02,0.992,28.74,33.56,5.83
2018/06/06 3:10:01,0.991,28.72,33.54,5.81
2018/06/06 3:20:01,0.988,28.69,33.52,5.68
2018/06/06 3:30:01,0.989,28.69,33.54,5.96
2018/06/06 3:40:01,0.989,28.71,33.54,6.11
2018/06/06 3:50:02,0.991,28.7,33.53,5.98
2018/06/06 4:00:01,0.99,28.7,33.53,6.05
2018/06/06 4:10:01,0.992,28.71,33.52,5.9
2018/06/06 4:20:01,0.992,28.7,33.52,6.02
2018/06/06 4:30:01,0.995,28.72,33.54,6.02
2018/06/06 4:40:01,0.994,28.7,33.53,5.98
2018/06/06 4:50:01,0.996,28.68,33.51,6.15
2018/06/06 5:00:02,0.996,28.71,33.36,6.33
2018/06/06 5:10:02,0.995,28.79,33.43,6.28
2018/06/06 5:20:02,0.996,28.72,33.31,6.26
2018/06/06 5:30:01,0.997,28.67,33.29,6.36
2018/06/06 5:40:02,0.995,28.66,33.25,6.4
2018/06/06 5:50:01,0.998,28.65,33.28,6.4
2018/06/06 6:00:01,0.998,28.65,33.28,6.43
2018/06/06 6:10:02,1,28.66,33.26,6.34
2018/06/06 6:20:02,0.996,28.69,33.23,6.39
2018/06/06 6:30:02,0.992,28.67,33.21,6.39
2018/06/06 6:40:01,0.995,28.64,33.22,6.44
2018/06/06 6:50:02,0.996,28.65,33.19,6.49
2018/06/06 7:00:02,0.998,28.63,33.15,6.54
2018/06/06 7:10:01,0.999,28.59,33.11,6.45
2018/06/06 7:20:01,1.003,28.59,33.07,6.53
2018/06/06 7:30:01,1.005,28.61,33.1,6.53
2018/06/06 7:40:01,1.007,28.62,33.1,6.62
2018/06/06 7:50:01,1.011,28.58,33.04,6.55
2018/06/06 8:00:01,1.003,28.55,32.99,6.46
2018/06/06 8:10:02,1.002,28.55,33.04,6.38
2018/06/06 8:20:01,1.002,28.58,33.1,6.53
2018/06/06 8:30:01,1.003,28.54,33.03,6.46
2018/06/06 8:40:02,1.001,28.41,32.72,6.38
2018/06/06 8:50:01,1.004,28.33,32.61,6.44
2018/06/06 9:00:02,0.999,28.37,32.69,6.48
2018/06/06 9:10:02,1,28.33,32.62,6.52
2018/06/06 9:20:02,1.001,28.32,32.6,6.52
2018/06/06 9:30:02,1.004,28.26,32.44,6.45
2018/06/06 9:40:01,1.007,28.44,32.77,6.49
2018/06/06 9:50:01,1.008,28.32,32.56,6.38
2018/06/06 10:00:02,1.007,28.38,32.69,6.06
2018/06/06 10:10:02,1.009,28.4,32.8,6.15
2018/06/06 10:20:02,1.006,28.42,32.78,6.37
2018/06/06 10:30:01,1.001,28.43,32.76,6.33
2018/06/06 10:40:01,1,28.34,32.65,6.22
2018/06/06 10:50:01,1,28.37,32.59,6.39
2018/06/06 11:00:02,1,28.39,32.65,6.3
2018/06/06 11:10:01,1.003,28.27,32.35,6.62
2018/06/06 11:20:01,0.999,28.35,32.55,6.53
2018/06/06 11:30:01,0.996,28.36,32.63,6.53
2018/06/06 11:40:01,0.997,28.35,32.59,6.55
2018/06/06 11:50:02,1,28.3,32.37,6.4
2018/06/06 12:00:02,0.999,28.33,32.47,6.38
2018/06/06 12:10:01,0.996,28.3,32.44,6.45
2018/06/06 12:20:01,1.001,28.28,32.35,6.42
2018/06/06 12:30:02,0.989,28.13,31.08,6.63
2018/06/06 12:40:01,0.992,28.01,30.42,6.67
2018/06/06 12:50:02,0.983,28.01,30.23,6.7
2018/06/06 13:00:02,0.976,28.06,30.72,6.7
2018/06/06 13:10:01,0.981,28,30.42,6.75
2018/06/06 13:20:02,0.985,28.51,33,6.47
2018/06/06 13:30:02,0.988,28.38,32.51,6.52
2018/06/06 13:40:01,0.989,28.34,32.23,6.55
2018/06/06 13:50:01,0.99,28.4,32.64,6.55
2018/06/06 14:00:02,0.987,28.11,30.46,6.65
2018/06/06 14:10:01,0.986,28.28,31.58,6.5
2018/06/06 14:20:02,0.985,28.44,32.77,6.45
2018/06/06 14:30:02,0.978,28.46,32.83,6.43
2018/06/06 14:40:01,0.978,28.53,33.02,6.31
2018/06/06 14:50:02,0.976,28.57,33.14,6.3
2018/06/06 15:00:02,0.975,28.58,33.14,6.29
2018/06/06 15:10:02,0.974,28.59,33.13,6.26
2018/06/06 15:20:02,0.972,28.6,33.22,6.3
2018/06/06 15:30:01,0.972,28.59,33.12,6.26
2018/06/06 15:40:02,0.972,28.6,33.13,6.26
2018/06/06 15:50:02,0.973,28.62,33.21,6.24
2018/06/06 16:00:02,0.972,28.62,33.23,6.21
2018/06/06 16:10:02,0.975,28.62,33.24,6.22
2018/06/06 16:20:02,0.969,28.62,33.28,6.28
2018/06/06 16:30:02,0.968,28.67,33.24,6.11
2018/06/06 16:40:02,0.968,28.64,33.27,6.21
2018/06/06 16:50:01,0.966,28.6,33.28,6.25
2018/06/06 17:00:02,0.971,28.62,33.27,6.27
2018/06/06 17:10:02,0.977,28.6,33.27,6.29
2018/06/06 17:20:01,0.976,28.58,33.3,6.29
2018/06/06 17:30:01,0.988,28.6,33.3,6.28
2018/06/06 17:40:01,0.983,28.58,33.32,6.25
2018/06/06 17:50:01,0.98,28.55,33.32,6.23
2018/06/06 18:00:02,0.979,28.57,33.33,6.23
2018/06/06 18:10:02,0.979,28.6,33.38,6.26
2018/06/06 18:20:01,0.986,28.6,33.42,6.24
2018/06/06 18:30:01,0.991,28.6,33.42,6.19
2018/06/06 18:40:01,0.995,28.61,33.42,6.15
2018/06/06 18:50:01,0.997,28.61,33.44,6.15
2018/06/06 19:00:02,1,28.6,33.4,6.16
2018/06/06 19:10:01,1.001,28.61,33.42,6.07
2018/06/06 19:20:01,1.001,28.69,33.52,6.02
2018/06/06 19:30:02,1.002,28.7,33.54,5.97
2018/06/06 19:40:02,1.004,28.65,33.29,5.81
2018/06/06 19:50:01,1.006,28.73,33.56,5.74
2018/06/06 20:00:01,1.008,28.72,33.5,5.64
2018/06/06 20:10:01,1.01,28.14,30.56,5.48
2018/06/06 20:20:02,1.007,28.4,31.76,5.89
2018/06/06 20:30:02,1.008,28.41,31.87,5.89
2018/06/06 20:40:01,1.01,28.46,32.16,5.85
2018/06/06 20:50:02,1.01,28.48,32.23,5.78
2018/06/06 21:00:01,1.013,28.51,32.45,5.75
2018/06/06 21:10:01,1.015,28.47,32.27,5.42
2018/06/06 21:20:02,1.011,28.01,29.77,5.94
2018/06/06 21:30:02,1.014,27.98,29.33,6.2
2018/06/06 21:40:01,1.014,27.99,29.38,6.27
2018/06/06 21:50:02,1.013,27.98,29.37,6.38
2018/06/06 22:00:01,1.015,28.02,29.64,6.3
2018/06/06 22:10:01,1.016,27.91,28.86,6.29
2018/06/06 22:20:01,1.017,27.89,28.04,6.34
2018/06/06 22:30:01,1.017,27.84,27.3,6.47
2018/06/06 22:40:01,1.019,27.88,27.49,6.41
2018/06/06 22:50:02,1.018,27.83,27.08,6.45
2018/06/06 23:00:01,1.016,27.84,26.79,6.44
2018/06/06 23:10:02,1.015,27.87,27.12,6.42
2018/06/06 23:20:01,1.013,27.86,26.99,6.43
2018/06/06 23:30:02,1.013,27.88,27.3,6.4
2018/06/06 23:40:01,1.011,27.87,27.09,6.46
2018/06/06 23:50:01,1.008,27.8,26.73,6.48
2018/06/07 0:00:01,1.01,27.78,26.55,6.52
2018/06/07 0:10:01,1.009,27.79,26.57,6.5
2018/06/07 0:20:02,1.008,27.79,26.57,6.51
2018/06/07 0:30:01,1.006,27.77,26.38,6.49
2018/06/07 0:40:02,1.003,27.75,26.15,6.47
2018/06/07 0:50:01,1.012,27.74,26.03,6.46
2018/06/07 1:00:02,1.008,27.77,26.41,6.47
2018/06/07 1:10:01,1.005,27.66,25.44,6.51
2018/06/07 1:20:01,1.004,27.67,25.67,6.5
2018/06/07 1:30:01,1.003,27.7,26.08,6.48
2018/06/07 1:40:01,1.003,27.77,26.59,6.44
2018/06/07 1:50:02,1.003,27.74,26.51,6.43
2018/06/07 2:00:01,1.003,27.76,26.41,6.41
2018/06/07 2:10:02,1.001,27.78,26.62,6.39
2018/06/07 2:20:02,1.001,27.77,26.62,6.41
2018/06/07 2:30:01,1,27.77,26.75,6.41
2018/06/07 2:40:02,1,27.76,26.77,6.37
2018/06/07 2:50:01,0.999,27.77,26.9,6.37
2018/06/07 3:00:01,1.003,27.82,27.33,6.29
2018/06/07 3:10:02,1.001,27.81,27.36,6.31
2018/06/07 3:20:01,1,27.81,27.4,6.3
2018/06/07 3:30:02,0.997,27.8,27.26,6.33
2018/06/07 3:40:01,0.998,27.81,27.46,6.3
2018/06/07 3:50:01,0.994,27.81,27.52,6.32
2018/06/07 4:00:01,0.997,27.8,27.52,6.31
2018/06/07 4:10:01,0.998,27.8,27.53,6.29
2018/06/07 4:20:01,1.001,27.82,27.6,6.28
2018/06/07 4:30:02,1.001,27.86,27.96,6.27
2018/06/07 4:40:02,1,27.88,28.23,6.21
2018/06/07 4:50:01,1.003,27.89,28.28,6.19
2018/06/07 5:00:01,1.009,27.91,28.45,6.16
2018/06/07 5:10:02,1.007,27.92,28.56,6.14
2018/06/07 5:20:02,1.007,27.97,28.89,6.12
2018/06/07 5:30:01,1.006,27.98,28.97,6.06
2018/06/07 5:40:02,1.007,27.9,28.46,6.05
2018/06/07 5:50:01,1.009,27.82,28.09,5.98
2018/06/07 6:00:02,1.009,27.78,27.91,5.79
2018/06/07 6:10:01,1.01,27.75,27.72,5.86
2018/06/07 6:20:02,1.013,27.71,27.48,5.94
2018/06/07 6:30:01,1.016,27.68,27.11,5.67
2018/06/07 6:40:02,1.016,27.7,26.76,5.97
2018/06/07 6:50:01,1.017,27.67,26.59,6.13
2018/06/07 7:00:01,1.012,27.68,26.69,6.12
2018/06/07 7:10:02,1.013,27.64,26.33,6.24
2018/06/07 7:20:01,1.016,27.64,26.54,6.27
2018/06/07 7:30:01,1.016,27.64,26.46,6.3
2018/06/07 7:40:02,1.019,27.63,26.3,6.31
2018/06/07 7:50:01,1.016,27.58,25.95,6.37
2018/06/07 8:00:02,1.028,27.54,25.51,6.39
2018/06/07 8:10:02,1.02,27.72,27.25,6.27
2018/06/07 8:20:01,1.021,27.63,26.24,6.23
2018/06/07 8:30:01,1.023,27.62,26.36,6.2
2018/06/07 8:40:01,1.022,27.52,25.09,6.33
2018/06/07 8:50:01,1.021,27.61,25.83,6.12
2018/06/07 9:00:01,1.024,27.61,25.9,6.21
2018/06/07 9:10:02,1.022,27.65,26.65,6.08
2018/06/07 9:20:01,1.024,27.61,25.71,6.2
2018/06/07 9:30:01,1.023,27.6,25.58,6.32
2018/06/07 9:40:02,1.024,27.51,24.68,6.31
2018/06/07 9:50:02,1.022,27.57,25.54,6.36
2018/06/07 10:00:01,1.018,27.43,24.48,6.44
2018/06/07 10:10:01,1.016,27.61,26.1,6.35
2018/06/07 10:20:01,1.022,27.55,25.33,6.39
2018/06/07 10:30:01,1.026,27.49,24.44,6.37
2018/06/07 10:40:01,1.023,27.56,25.13,6.38
2018/06/07 10:50:01,1.024,27.58,25.34,6.3
2018/06/07 11:00:01,1.027,27.68,26.41,6.13
2018/06/07 11:10:02,1.03,27.63,25.18,6.2
2018/06/07 11:20:01,1.026,27.58,24.84,6.31
2018/06/07 11:30:01,1.028,27.52,24.74,6.31
2018/06/07 11:40:01,1.028,27.5,24.83,6.54
2018/06/07 11:50:02,1.026,27.44,24.39,6.65
2018/06/07 12:00:01,1.024,27.23,20.37,6.76
2018/06/07 12:10:01,1.018,27.25,20.2,6.78
2018/06/07 12:20:01,1.018,27.13,18.2,7.03
2018/06/07 12:30:01,1.018,27.32,21.15,6.66
2018/06/07 12:40:01,1.016,27.39,22.9,6.58
2018/06/07 12:50:02,1.015,27.43,23.09,6.67
2018/06/07 13:00:01,1.015,27.45,23.56,6.61
2018/06/07 13:10:01,1.012,27.44,23.23,6.6
2018/06/07 13:20:02,1.012,27.47,23.64,6.58
2018/06/07 13:30:02,1.011,27.5,24.24,6.53
2018/06/07 13:40:01,1.013,27.5,24.24,6.5
2018/06/07 13:50:01,1.013,27.5,24.07,6.49
2018/06/07 14:00:01,1.011,27.53,24.61,6.52
2018/06/07 14:10:01,1.011,27.65,25.16,6.19
2018/06/07 14:20:01,1.01,27.5,23.86,6.48
2018/06/07 14:30:01,1.009,27.44,22.91,6.62
2018/06/07 14:40:01,1.009,27.47,23.14,6.63
2018/06/07 14:50:01,1.007,27.55,24.26,6.25
2018/06/07 15:00:02,1.006,27.47,23.43,6.58
2018/06/07 15:10:02,1.005,27.49,23.58,6.4
2018/06/07 15:20:01,1.005,27.51,23.16,6.87
2018/06/07 15:30:02,1.003,27.54,23.07,7.02
2018/06/07 15:40:02,1.003,27.68,22.93,7.1
2018/06/07 15:50:02,1.002,27.71,23.08,7.03
2018/06/07 16:00:01,0.998,27.75,23.14,7.07
2018/06/07 16:10:01,0.997,27.74,23.29,6.94
2018/06/07 16:20:01,0.997,27.71,23.48,6.82
2018/06/07 16:30:01,0.996,27.72,23.55,6.8
2018/06/07 16:40:02,0.995,27.66,24.22,6.49
2018/06/07 16:50:02,0.996,27.76,23.38,6.96
2018/06/07 17:00:02,0.997,27.7,24.11,6.55
2018/06/07 17:10:01,0.995,27.66,25.32,6.49
2018/06/07 17:20:02,0.996,27.66,25,6.67
2018/06/07 17:30:02,1,27.61,25.18,6.64
2018/06/07 17:40:01,1.002,27.61,25.16,6.59
2018/06/07 17:50:01,1.001,27.96,28.39,5.74
2018/06/07 18:00:01,1.004,27.63,24.5,6.66
2018/06/07 18:10:01,1.005,27.64,24.39,6.73
2018/06/07 18:20:01,1.004,27.68,24.4,6.53
2018/06/07 18:30:01,1.005,27.71,24.49,6.53
2018/06/07 18:40:01,1.005,27.76,23.03,6.67
2018/06/07 18:50:02,1.003,27.75,25.27,6.1
2018/06/07 19:00:01,1.004,27.71,24.99,6.31
2018/06/07 19:10:02,1.005,27.69,24.81,6.44
2018/06/07 19:20:02,1.005,27.68,24.51,6.57
2018/06/07 19:30:02,1.007,27.69,25.05,6.38
2018/06/07 19:40:01,1.009,27.75,25.84,6.11
2018/06/07 19:50:02,1.01,27.73,24.08,6.49
2018/06/07 20:00:02,1.009,27.7,24.12,6.48
2018/06/07 20:10:01,1.011,27.57,22.57,6.58
2018/06/07 20:20:01,1.012,27.5,22.04,6.63
2018/06/07 20:30:02,1.015,27.49,22.1,6.95
2018/06/07 20:40:02,1.011,27.48,22.09,6.91
2018/06/07 20:50:02,1.011,27.47,21.61,6.88
2018/06/07 21:00:01,1.011,27.43,21.29,6.79
2018/06/07 21:10:01,1.014,27.6,22.56,6.69
2018/06/07 21:20:01,1.011,27.55,21.04,6.73
2018/06/07 21:30:01,1.012,27.59,21.43,6.87
2018/06/07 21:40:02,1.014,27.52,20.57,6.84
2018/06/07 21:50:01,1.014,27.56,20.85,6.78
2018/06/07 22:00:01,1.014,27.52,19.92,6.69
2018/06/07 22:10:01,1.012,27.5,20.07,6.63
2018/06/07 22:20:01,1.014,27.38,18.56,6.6
2018/06/07 22:30:01,1.015,27.36,18.66,6.78
2018/06/07 22:40:01,1.014,27.44,19.64,6.83
2018/06/07 22:50:01,1.015,27.47,19.7,6.83
2018/06/07 23:00:01,1.013,27.49,19.97,6.86
2018/06/07 23:10:01,1.013,27.53,20.96,6.82
2018/06/07 23:20:02,1.011,27.56,20.48,6.74
2018/06/07 23:30:01,1.01,27.53,20.05,6.74
2018/06/07 23:40:01,1.009,27.56,20.91,6.76
2018/06/07 23:50:02,1.008,27.57,21.11,6.74
2018/06/08 0:00:02,1.006,27.58,20.94,6.64
2018/06/08 0:10:02,1.005,27.41,20.32,6.72
2018/06/08 0:20:01,1.001,27.61,22.32,6.63
2018/06/08 0:30:01,1.001,27.67,22.85,6.64
2018/06/08 0:40:01,1,27.68,23.12,6.64
2018/06/08 0:50:01,0.998,27.68,23.21,6.65
2018/06/08 1:00:01,0.995,27.61,23.01,6.66
2018/06/08 1:10:01,0.995,27.55,22.88,6.71
2018/06/08 1:20:01,0.993,27.5,22.82,6.67
2018/06/08 1:30:01,0.992,27.45,22.27,6.6
2018/06/08 1:40:02,0.992,27.44,21.84,6.63
2018/06/08 1:50:02,0.989,27.29,20,6.17
2018/06/08 2:00:01,0.986,27.24,19.55,6.13
2018/06/08 2:10:02,0.984,27.18,18.89,6.51
2018/06/08 2:20:02,0.981,27.42,20.74,6.73
2018/06/08 2:30:01,0.983,27.63,22.14,6.61
2018/06/08 2:40:01,0.986,27.25,19.56,6.63
2018/06/08 2:50:02,0.987,27.41,20.49,6.63
2018/06/08 3:00:02,0.987,27.43,20.93,6.67
2018/06/08 3:10:02,0.983,27.39,20.49,6.68
2018/06/08 3:20:02,0.982,27.38,20.31,6.67
2018/06/08 3:30:01,0.98,27.37,20.25,6.68
2018/06/08 3:40:01,0.978,27.36,20.19,6.67
2018/06/08 3:50:02,0.981,27.38,20.9,6.61
2018/06/08 4:00:01,0.985,27.4,20.97,6.53
2018/06/08 4:10:01,0.984,27.39,20.82,6.42
2018/06/08 4:20:01,0.981,27.4,20.94,6.41
2018/06/08 4:30:02,0.981,27.38,20.59,6.55
2018/06/08 4:40:01,0.98,27.39,20.87,6.5
2018/06/08 4:50:02,0.977,27.47,21.68,6.38
2018/06/08 5:00:01,0.975,27.61,22.59,6.26
2018/06/08 5:10:02,0.978,27.46,21.23,6.39
2018/06/08 5:20:02,0.979,27.49,21.44,6.38
2018/06/08 5:30:01,0.984,27.24,19.08,6.65
2018/06/08 5:40:01,0.984,27.35,20.26,6.5
2018/06/08 5:50:01,0.982,27.39,20.58,6.39
2018/06/08 6:00:02,0.983,27.26,18.53,6.39
2018/06/08 6:10:01,0.986,27.21,18.49,6.62
2018/06/08 6:20:01,0.989,27.07,17.43,6.7
2018/06/08 6:30:02,0.988,27.03,17.47,6.73
2018/06/08 6:40:01,0.986,27,17.08,6.8
2018/06/08 6:50:02,0.985,27.05,16.93,6.72
2018/06/08 7:00:01,0.985,27.2,18.6,6.47
2018/06/08 7:10:02,0.987,27.2,18.33,6.46
2018/06/08 7:20:01,0.988,27.16,18.04,6.49
2018/06/08 7:30:01,0.985,27.14,17.83,6.59
2018/06/08 7:40:02,0.987,27.13,17.6,6.57
2018/06/08 7:50:02,0.99,27.13,17.3,6.56
2018/06/08 8:00:01,0.989,27.16,18.19,6.56
2018/06/08 8:10:01,0.99,27.12,18.26,6.67
2018/06/08 8:20:01,0.991,27.11,18.2,6.56
2018/06/08 8:30:02,0.989,27.07,18.37,6.79
2018/06/08 8:40:01,0.991,27.04,17.79,6.88
